"node_id","macro_comunidad","micro_comunidad","modulo_superior_detectado","final_module"
379,2,10,3,3
380,2,9,3,3
381,2,10,3,3
382,2,8,3,3
383,2,7,3,3
384,2,7,3,3
385,2,9,3,3
386,2,8,3,3
387,3,11,4,4
388,3,17,5,5
389,3,15,6,6
390,3,16,7,7
391,3,11,4,4
392,3,12,8,8
393,3,11,4,4
394,3,15,6,6
395,3,15,6,6
396,3,12,8,8
397,3,11,4,4
398,3,11,4,4
399,3,14,9,9
400,3,15,6,6
401,3,15,6,6
402,3,11,4,4
403,3,13,10,10
404,3,12,8,8
405,3,11,4,4
406,3,15,6,6
407,3,15,6,6
408,3,11,4,4
409,3,15,6,6
410,3,12,8,8
411,3,17,5,5
412,3,13,10,10
413,3,13,10,10
414,3,17,5,5
415,3,17,5,5
416,3,14,9,9
417,3,15,6,6
418,3,13,10,10
419,3,11,4,4
420,3,13,10,10
421,3,12,8,8
422,3,16,7,7
423,3,14,9,9
424,3,14,9,9
425,3,12,8,8
426,3,11,4,4
427,3,11,4,4
428,3,12,8,8
429,3,12,8,8
430,3,12,8,8
431,3,15,6,6
432,3,11,4,4
433,3,11,4,4
434,3,12,8,8
435,3,13,10,10
436,3,12,8,8
437,3,15,6,6
438,3,15,6,6
439,3,16,7,7
440,3,11,4,4
441,3,13,10,10
442,3,17,5,5
443,3,17,5,5
444,3,13,10,10
445,3,12,8,8
446,3,14,9,9
447,3,15,6,6
448,3,16,7,7
449,3,16,7,7
450,3,16,7,7
451,3,16,7,7
452,3,13,10,10
453,3,17,5,5
454,3,16,7,7
455,3,12,8,8
456,3,15,6,6
457,3,17,5,5
458,3,11,4,4
459,3,13,10,10
460,3,17,5,5
461,3,17,5,5
462,3,17,5,5
463,3,16,7,7
464,3,11,4,4
465,3,11,4,4
466,3,11,4,4
467,3,17,5,5
468,3,13,10,10
469,3,14,9,9
470,3,12,8,8
471,3,11,4,4
472,3,17,5,5
473,3,16,7,7
474,3,14,9,9
475,3,17,5,5
476,3,14,9,9
477,3,14,9,9
478,3,14,9,9
479,3,17,5,5
480,3,15,6,6
481,3,17,5,5
482,3,11,4,4
483,3,14,9,9
484,3,12,8,8
485,3,13,10,10
486,3,13,10,10
487,3,17,5,5
488,3,15,6,6
489,3,15,6,6
490,3,17,5,5
491,3,12,8,8
492,3,11,4,4
493,3,11,4,4
494,3,16,7,7
495,3,12,8,8
496,3,17,5,5
497,3,11,4,4
498,3,12,8,8
499,3,14,9,9
500,3,15,6,6
501,3,11,4,4
502,3,11,4,4
503,3,16,7,7
504,3,17,5,5
505,3,16,7,7
506,3,11,4,4
507,3,15,6,6
508,3,14,9,9
509,3,11,4,4
510,3,12,8,8
511,3,12,8,8
512,3,13,10,10
513,3,11,4,4
514,3,12,8,8
515,3,12,8,8
516,3,13,10,10
517,3,13,10,10
518,3,16,7,7
519,3,12,8,8
520,3,13,10,10
521,3,12,8,8
522,3,12,8,8
523,3,13,10,10
524,3,13,10,10
525,3,15,6,6
526,3,12,8,8
527,3,15,6,6
528,3,15,6,6
529,3,11,4,4
530,3,16,7,7
531,3,12,8,8
532,3,11,4,4
533,3,14,9,9
534,3,12,8,8
535,3,15,6,6
536,3,12,8,8
537,3,14,9,9
538,3,13,10,10
539,3,13,10,10
540,3,14,9,9
541,3,12,8,8
542,3,16,7,7
543,3,12,8,8
544,3,12,8,8
545,3,16,7,7
546,3,12,8,8
547,3,14,9,9
548,3,12,8,8
549,3,16,7,7
550,3,14,9,9
551,3,11,4,4
552,3,13,10,10
553,3,14,9,9
554,3,17,5,5
555,3,16,7,7
556,3,15,6,6
557,3,16,7,7
558,3,11,4,4
559,3,12,8,8
560,3,12,8,8
561,3,14,9,9
562,3,15,6,6
563,3,14,9,9
564,3,12,8,8
565,3,11,4,4
566,3,11,4,4
567,3,11,4,4
568,3,12,8,8
569,3,11,4,4
570,3,12,8,8
571,3,16,7,7
572,3,11,4,4
573,3,11,4,4
574,3,15,6,6
575,3,13,10,10
576,3,17,5,5
577,3,15,6,6
578,3,11,4,4
579,3,11,4,4
580,3,11,4,4
581,3,13,10,10
582,3,12,8,8
583,3,13,10,10
584,3,12,8,8
585,3,17,5,5
586,3,16,7,7
587,3,15,6,6
588,3,11,4,4
589,3,12,8,8
590,3,17,5,5
591,3,15,6,6
592,3,12,8,8
593,3,11,4,4
594,3,11,4,4
595,3,11,4,4
596,3,17,5,5
597,3,15,6,6
598,3,15,6,6
599,3,14,9,9
600,3,16,7,7
601,3,12,8,8
602,3,11,4,4
603,3,15,6,6
604,3,12,8,8
605,3,17,5,5
606,3,15,6,6
607,3,12,8,8
608,3,11,4,4
609,3,15,6,6
610,3,13,10,10
611,3,17,5,5
612,3,13,10,10
613,3,12,8,8
614,3,16,7,7
615,3,14,9,9
616,3,11,4,4
617,3,17,5,5
618,3,14,9,9
619,3,12,8,8
620,3,15,6,6
621,3,14,9,9
622,3,14,9,9
623,3,14,9,9
624,3,15,6,6
625,3,14,9,9
626,3,12,8,8
627,3,15,6,6
628,3,11,4,4
629,3,13,10,10
630,3,12,8,8
631,3,12,8,8
632,3,12,8,8
633,3,15,6,6
634,3,12,8,8
635,4,18,11,11
636,4,19,12,12
637,4,22,13,13
638,4,22,13,13
639,4,19,12,12
640,4,20,14,14
641,4,19,12,12
642,4,18,11,11
643,4,21,15,15
644,4,22,13,13
645,4,18,11,11
646,4,19,12,12
647,4,22,13,13
648,4,20,14,14
649,4,21,15,15
650,4,20,14,14
651,4,22,13,13
652,4,22,13,13
653,4,20,14,14
654,4,18,11,11
655,4,20,14,14
656,4,19,12,12
657,4,21,15,15
658,4,19,12,12
659,4,18,11,11
660,4,18,11,11
661,4,18,11,11
662,4,18,11,11
663,4,18,11,11
664,4,20,14,14
665,4,19,12,12
666,4,19,12,12
667,4,20,14,14
668,4,20,14,14
669,4,21,15,15
670,4,18,11,11
671,4,19,12,12
672,4,22,13,13
673,4,20,14,14
674,4,19,12,12
675,4,20,14,14
676,4,20,14,14
677,4,18,11,11
678,4,20,14,14
679,4,22,13,13
680,4,20,14,14
681,4,18,11,11
682,4,20,14,14
683,4,19,12,12
684,4,18,11,11
685,4,18,11,11
686,4,20,14,14
687,4,19,12,12
688,4,19,12,12
689,4,21,15,15
690,4,19,12,12
691,4,20,14,14
692,4,19,12,12
693,4,21,15,15
694,4,19,12,12
695,4,18,11,11
696,4,21,15,15
697,4,18,11,11
698,4,22,13,13
699,4,19,12,12
700,4,21,15,15
701,4,18,11,11
702,4,22,13,13
703,4,22,13,13
704,4,18,11,11
705,4,20,14,14
706,4,22,13,13
707,4,21,15,15
708,4,21,15,15
709,4,22,13,13
710,4,19,12,12
711,4,18,11,11
712,4,18,11,11
713,4,19,12,12
714,4,18,11,11
715,4,20,14,14
716,4,18,11,11
717,4,21,15,15
718,4,20,14,14
719,4,21,15,15
720,4,18,11,11
721,4,21,15,15
722,4,18,11,11
723,4,22,13,13
724,4,18,11,11
725,4,21,15,15
726,4,21,15,15
727,4,20,14,14
728,4,20,14,14
729,4,22,13,13
730,4,18,11,11
731,4,20,14,14
732,4,22,13,13
733,4,19,12,12
734,4,20,14,14
735,4,19,12,12
736,4,19,12,12
737,4,21,15,15
738,4,19,12,12
739,4,21,15,15
740,4,21,15,15
741,4,19,12,12
742,4,18,11,11
743,4,19,12,12
744,4,18,11,11
745,4,18,11,11
746,4,20,14,14
747,4,18,11,11
748,4,18,11,11
749,4,19,12,12
750,4,21,15,15
751,4,19,12,12
752,4,21,15,15
753,4,19,12,12
754,4,19,12,12
755,4,19,12,12
756,4,20,14,14
757,4,22,13,13
758,4,20,14,14
759,4,21,15,15
760,4,19,12,12
761,4,22,13,13
762,4,18,11,11
763,4,20,14,14
764,4,18,11,11
765,4,20,14,14
766,4,20,14,14
767,4,18,11,11
768,4,18,11,11
769,4,22,13,13
770,4,20,14,14
771,4,20,14,14
772,4,20,14,14
773,4,21,15,15
774,4,18,11,11
775,4,22,13,13
776,4,21,15,15
777,4,22,13,13
778,4,22,13,13
779,4,21,15,15
780,4,21,15,15
781,4,19,12,12
782,4,21,15,15
783,4,22,13,13
784,4,20,14,14
785,4,21,15,15
786,4,18,11,11
787,4,21,15,15
788,4,21,15,15
789,4,22,13,13
790,4,21,15,15
791,4,22,13,13
792,4,21,15,15
793,4,21,15,15
794,4,19,12,12
795,4,21,15,15
796,4,18,11,11
797,4,19,12,12
798,4,19,12,12
799,4,22,13,13
800,4,20,14,14
801,4,19,12,12
802,4,18,11,11
803,4,18,11,11
804,4,20,14,14
805,4,19,12,12
806,4,22,13,13
807,4,21,15,15
808,4,19,12,12
809,4,19,12,12
810,4,22,13,13
811,4,18,11,11
812,4,21,15,15
813,4,22,13,13
814,4,22,13,13
815,4,18,11,11
816,4,18,11,11
817,4,20,14,14
818,4,21,15,15
819,4,18,11,11
820,4,18,11,11
821,4,22,13,13
822,4,22,13,13
823,4,22,13,13
824,4,18,11,11
825,4,19,12,12
826,4,19,12,12
827,4,18,11,11
828,4,19,12,12
829,4,21,15,15
830,4,18,11,11
831,4,22,13,13
832,4,18,11,11
833,4,22,13,13
834,4,20,14,14
835,4,20,14,14
836,4,21,15,15
837,4,21,15,15
838,4,18,11,11
839,4,21,15,15
840,5,23,16,16
841,5,24,16,16
842,5,26,16,16
843,5,26,16,16
844,5,23,16,16
845,5,25,16,16
846,5,24,16,16
847,5,25,16,16
848,5,24,16,16
849,5,26,16,16
850,5,25,16,16
851,5,26,16,16
852,5,24,16,16
853,5,24,16,16
854,5,23,16,16
855,5,25,16,16
856,5,25,16,16
857,5,23,16,16
858,5,26,16,16
859,5,26,16,16
860,5,24,16,16
861,5,24,16,16
862,5,24,16,16
863,5,24,16,16
864,5,24,16,16
865,5,26,16,16
866,5,26,16,16
867,5,25,16,16
868,5,23,16,16
869,5,24,16,16
870,5,25,16,16
871,5,25,16,16
872,5,24,16,16
873,5,26,16,16
874,5,25,16,16
875,5,23,16,16
876,5,26,16,16
877,5,24,16,16
878,5,23,16,16
879,5,25,16,16
880,5,24,16,16
881,5,23,16,16
882,5,25,16,16
883,5,23,16,16
884,5,24,16,16
885,5,24,16,16
886,5,23,16,16
887,5,25,16,16
888,5,23,16,16
889,5,23,16,16
890,5,23,16,16
891,5,23,16,16
892,5,24,16,16
893,5,26,16,16
894,5,25,16,16
895,5,23,16,16
896,5,25,16,16
897,5,25,16,16
898,5,25,16,16
899,5,25,16,16
900,5,25,16,16
901,5,25,16,16
902,5,25,16,16
903,5,23,16,16
904,5,25,16,16
905,5,26,16,16
906,5,25,16,16
907,5,23,16,16
908,5,25,16,16
909,5,23,16,16
910,5,26,16,16
911,5,24,16,16
912,5,24,16,16
913,5,24,16,16
914,5,26,16,16
915,5,24,16,16
916,5,24,16,16
917,5,26,16,16
918,5,26,16,16
919,5,24,16,16
920,5,23,16,16
921,5,26,16,16
922,5,24,16,16
923,5,25,16,16
924,5,25,16,16
925,5,26,16,16
926,5,24,16,16
927,5,25,16,16
928,5,26,16,16
929,5,26,16,16
930,5,25,16,16
931,5,24,16,16
932,5,24,16,16
933,5,26,16,16
934,5,25,16,16
935,5,26,16,16
936,5,26,16,16
937,5,24,16,16
938,5,26,16,16
939,5,23,16,16
940,5,24,16,16
941,5,25,16,16
942,5,23,16,16
943,5,23,16,16
944,5,23,16,16
945,5,26,16,16
946,5,24,16,16
947,5,24,16,16
948,5,26,16,16
949,5,26,16,16
950,5,24,16,16
951,5,23,16,16
952,5,26,16,16
953,5,23,16,16
954,5,26,16,16
955,5,25,16,16
956,5,26,16,16
957,5,24,16,16
958,5,26,16,16
959,5,24,16,16
960,5,26,16,16
961,5,24,16,16
962,5,26,16,16
963,5,24,16,16
964,5,24,16,16
965,5,26,16,16
966,5,26,16,16
967,5,25,16,16
968,5,26,16,16
969,5,24,16,16
970,5,24,16,16
971,5,24,16,16
972,5,25,16,16
973,5,25,16,16
974,5,25,16,16
975,5,24,16,16
976,5,26,16,16
977,5,24,16,16
978,5,24,16,16
979,5,23,16,16
980,5,24,16,16
981,5,24,16,16
982,5,24,16,16
983,5,24,16,16
984,5,25,16,16
985,5,26,16,16
986,5,23,16,16
987,5,26,16,16
988,5,23,16,16
989,5,23,16,16
990,5,26,16,16
991,5,26,16,16
992,5,23,16,16
993,5,24,16,16
994,5,26,16,16
995,5,25,16,16
996,5,26,16,16
997,5,26,16,16
998,5,25,16,16
999,5,23,16,16
1000,5,23,16,16
