"node_id","level_1","level_2","level_3","final_module","membership_igraph","oficial_no_regularizado_top","oficial_no_regularizado_final","oficial_regularizado_top","oficial_regularizado_final"
100,1,1,1,1,1,1,1,1,1
101,1,1,1,1,1,1,1,1,1
102,1,1,1,1,1,1,1,1,1
103,1,1,1,1,1,1,1,1,1
104,1,1,1,1,1,1,1,1,1
105,1,1,6,6,6,1,13,5,5
106,1,1,6,6,6,1,13,5,5
107,1,1,1,1,1,1,1,1,1
108,1,1,6,6,6,1,13,5,5
109,1,1,1,1,1,1,1,1,1
110,1,1,6,6,6,1,13,5,5
111,1,1,1,1,1,1,1,1,1
112,1,1,1,1,1,1,1,1,1
113,1,1,1,1,1,1,1,1,1
114,1,1,1,1,1,1,1,1,1
115,1,1,1,1,1,1,1,1,1
116,1,1,7,7,7,1,25,6,6
117,1,1,8,8,8,1,23,7,7
118,1,1,9,9,9,1,24,8,8
119,1,1,1,1,1,1,1,1,1
120,1,1,6,6,6,1,13,1,1
121,1,1,1,1,1,1,1,1,1
122,1,1,1,1,1,1,1,1,1
123,1,1,1,1,1,1,1,1,1
124,1,1,1,1,1,1,1,1,1
125,1,1,7,7,7,1,25,6,6
126,1,1,1,1,1,1,1,1,1
127,1,1,1,1,1,1,1,1,1
128,1,1,1,1,1,1,1,1,1
129,1,1,6,6,6,1,13,1,1
130,1,1,1,1,1,1,1,1,1
131,1,1,1,1,1,1,1,1,1
132,1,1,1,1,1,1,4,1,1
133,1,1,8,8,8,1,23,7,7
134,1,1,9,9,9,1,24,8,8
135,1,1,1,1,1,1,1,1,1
136,1,1,1,1,1,1,1,1,1
137,1,1,1,1,1,1,1,1,1
138,1,1,1,1,1,1,1,1,1
139,1,1,1,1,1,1,1,1,1
140,1,1,1,1,1,1,1,1,1
141,1,1,1,1,1,1,1,1,1
142,1,1,1,1,1,1,1,1,1
143,1,1,1,1,1,1,1,1,1
144,1,1,1,1,1,1,1,1,1
145,1,1,1,1,1,1,1,1,1
146,1,1,1,1,1,1,1,1,1
147,1,1,1,1,1,1,1,1,1
148,1,1,1,1,1,1,1,1,1
149,1,1,1,1,1,1,1,1,1
150,1,1,1,1,1,1,1,1,1
151,1,1,1,1,1,1,1,1,1
152,1,1,1,1,1,1,1,1,1
153,1,1,1,1,1,1,1,1,1
154,1,1,1,1,1,1,1,1,1
155,1,1,1,1,1,1,1,1,1
156,1,1,1,1,1,1,1,1,1
157,1,1,1,1,1,1,1,1,1
158,1,1,1,1,1,1,1,1,1
159,1,1,1,1,1,1,1,1,1
160,1,1,1,1,1,1,1,1,1
161,1,1,1,1,1,1,1,1,1
162,1,1,1,1,1,1,1,1,1
163,1,1,1,1,1,1,1,1,1
164,1,1,1,1,1,1,1,1,1
165,1,1,10,10,10,1,17,9,9
166,1,1,1,1,1,1,1,1,1
167,1,1,1,1,1,1,1,1,1
168,1,1,1,1,1,1,1,1,1
169,1,1,1,1,1,1,1,1,1
170,1,1,10,10,10,1,17,9,9
171,1,1,1,1,1,1,1,1,1
172,1,1,1,1,1,1,1,1,1
173,1,1,1,1,1,1,1,1,1
174,1,1,1,1,1,1,1,1,1
175,1,1,1,1,1,1,1,1,1
176,1,1,1,1,1,1,1,1,1
177,1,1,11,11,11,1,15,10,10
178,1,1,11,11,11,1,15,10,10
179,1,1,11,11,11,1,15,10,10
180,1,1,11,11,11,1,15,10,10
181,1,3,12,12,12,5,57,11,11
182,1,3,12,12,12,5,57,11,11
183,1,1,1,1,1,1,1,1,1
184,1,1,1,1,1,1,1,1,1
185,1,1,1,1,1,1,1,1,1
186,1,1,1,1,1,1,1,1,1
187,1,1,1,1,1,1,1,1,1
188,1,1,1,1,1,1,1,1,1
189,1,1,1,1,1,1,1,1,1
190,1,1,1,1,1,1,1,1,1
191,1,1,13,13,13,1,8,12,12
192,1,1,1,1,1,1,1,1,1
193,1,1,1,1,1,1,1,1,1
194,1,1,1,1,1,1,1,1,1
195,1,1,14,14,14,1,2,1,1
196,1,1,14,14,14,1,2,1,1
197,1,1,14,14,14,1,2,1,1
198,1,1,1,1,1,1,1,1,1
199,1,1,14,14,14,1,2,1,1
200,1,1,1,1,1,1,1,1,1
201,1,1,1,1,1,1,1,1,1
202,1,1,1,1,1,1,1,1,1
203,1,1,14,14,14,1,2,1,1
204,1,1,14,14,14,1,2,1,1
205,1,1,14,14,14,1,2,1,1
206,1,3,12,12,12,5,55,11,11
207,1,2,15,15,15,2,40,13,13
208,1,2,15,15,15,2,40,13,13
209,1,2,15,15,15,2,40,13,13
210,1,2,15,15,15,2,40,13,13
211,1,2,16,16,16,2,39,14,14
212,1,4,17,17,17,3,47,15,15
213,1,2,16,16,16,2,39,14,14
214,1,2,18,18,18,2,36,16,16
215,1,2,18,18,18,2,36,16,16
216,1,2,18,18,18,2,36,16,16
217,1,2,18,18,18,2,36,16,16
218,1,4,19,19,19,3,46,17,17
219,1,2,16,16,16,2,39,14,14
220,1,2,18,18,18,2,36,16,16
221,1,2,20,20,20,2,35,18,18
222,1,2,20,20,20,2,35,18,18
223,1,2,20,20,20,2,35,18,18
224,1,2,16,16,16,2,39,14,14
225,1,2,18,18,18,2,36,16,16
226,1,2,18,18,18,2,36,16,16
227,1,2,16,16,16,2,39,14,14
228,1,2,18,18,18,2,36,16,16
229,1,2,20,20,20,2,35,18,18
230,1,2,21,21,21,2,38,19,19
231,1,2,21,21,21,2,38,19,19
232,1,2,21,21,21,2,38,19,19
233,1,2,21,21,21,2,38,19,19
234,1,2,21,21,21,2,38,19,19
235,1,2,21,21,21,2,38,19,19
236,1,2,21,21,21,2,38,19,19
237,1,2,21,21,21,2,38,19,19
238,1,2,21,21,21,2,38,19,19
239,1,2,21,21,21,2,38,19,19
240,1,2,21,21,21,2,38,19,19
241,1,2,21,21,21,2,38,19,19
242,1,2,21,21,21,2,38,19,19
243,1,2,21,21,21,2,38,19,19
244,1,2,21,21,21,2,38,19,19
245,1,2,21,21,21,2,38,19,19
246,1,2,21,21,21,2,38,19,19
247,1,3,22,22,22,5,54,20,20
248,1,3,22,22,22,5,54,20,20
249,1,3,22,22,22,5,54,20,20
250,1,3,22,22,22,5,54,20,20
251,1,3,22,22,22,5,54,20,20
252,1,3,22,22,22,5,54,20,20
253,1,3,22,22,22,5,54,20,20
254,1,3,22,22,22,5,54,20,20
255,1,2,18,18,18,2,36,16,16
256,1,4,17,17,17,3,47,15,15
257,1,4,17,17,17,3,47,15,15
258,1,4,23,23,23,3,50,15,15
259,1,4,23,23,23,3,50,15,15
260,1,4,23,23,23,3,50,15,15
261,1,4,17,17,17,3,47,15,15
262,1,4,23,23,23,3,50,15,15
263,1,4,23,23,23,3,50,15,15
264,1,2,18,18,18,2,36,16,16
265,1,2,18,18,18,2,36,16,16
266,1,2,18,18,18,2,36,16,16
267,1,2,18,18,18,2,36,16,16
268,1,2,18,18,18,2,36,16,16
269,1,2,18,18,18,2,36,16,16
270,1,2,18,18,18,2,36,16,16
271,1,2,18,18,18,2,36,16,16
272,1,2,18,18,18,2,36,16,16
273,1,2,18,18,18,2,36,16,16
274,1,2,18,18,18,2,36,16,16
275,1,2,18,18,18,2,36,16,16
276,1,2,18,18,18,2,36,16,16
277,1,2,18,18,18,2,36,16,16
278,1,2,24,24,24,2,42,21,21
279,1,2,18,18,18,2,36,16,16
280,1,4,17,17,17,3,47,15,15
281,1,2,18,18,18,2,36,16,16
282,1,2,18,18,18,2,36,16,16
283,1,2,18,18,18,2,36,16,16
284,1,4,19,19,19,3,45,22,22
285,1,4,19,19,19,3,45,22,22
286,1,4,19,19,19,3,45,22,22
287,1,4,19,19,19,3,45,22,22
288,1,4,19,19,19,3,45,22,22
289,1,4,19,19,19,3,45,22,22
290,1,4,19,19,19,3,45,22,22
291,1,4,19,19,19,3,45,22,22
292,1,4,19,19,19,3,48,22,22
293,1,4,19,19,19,3,45,22,22
294,1,4,19,19,19,3,45,22,22
295,1,4,19,19,19,3,45,22,22
296,1,4,19,19,19,3,45,22,22
297,1,4,19,19,19,3,45,22,22
298,1,4,19,19,19,3,48,22,22
299,1,4,19,19,19,3,45,22,22
300,1,4,19,19,19,3,45,22,22
301,1,4,19,19,19,3,45,22,22
302,1,4,19,19,19,3,45,22,22
303,1,4,19,19,19,3,45,22,22
304,1,4,19,19,19,3,48,22,22
305,1,4,19,19,19,3,45,22,22
306,1,4,19,19,19,3,45,22,22
307,1,5,25,25,25,4,51,23,23
308,1,4,19,19,19,3,45,22,22
309,1,4,19,19,19,3,45,22,22
310,1,4,19,19,19,3,45,22,22
311,1,5,26,26,26,4,52,24,24
312,1,4,17,17,17,3,47,15,15
313,1,2,16,16,16,2,39,14,14
314,1,2,2,2,2,2,37,2,2
315,1,5,25,25,25,4,51,23,23
316,1,4,19,19,19,3,46,17,17
317,1,2,2,2,2,2,37,2,2
318,1,2,18,18,18,2,36,16,16
319,1,4,19,19,19,3,49,22,22
320,1,2,27,27,27,2,34,25,25
321,1,2,2,2,2,2,37,2,2
322,1,4,17,17,17,3,47,15,15
323,1,4,17,17,17,3,47,15,15
324,1,4,17,17,17,3,47,15,15
325,1,2,20,20,20,2,35,18,18
326,1,2,20,20,20,2,35,18,18
327,1,2,20,20,20,2,35,18,18
328,1,2,27,27,27,2,34,25,25
329,1,2,27,27,27,2,34,25,25
330,1,2,27,27,27,2,34,25,25
331,1,2,20,20,20,2,35,18,18
332,1,2,27,27,27,2,34,25,25
333,1,2,27,27,27,2,34,25,25
334,1,2,20,20,20,2,35,18,18
335,1,2,20,20,20,2,35,18,18
336,1,2,20,20,20,2,35,18,18
337,1,2,27,27,27,2,34,25,25
338,1,2,20,20,20,2,35,18,18
339,1,2,20,20,20,2,35,18,18
340,1,2,27,27,27,2,34,25,25
341,1,2,27,27,27,2,34,25,25
342,1,2,27,27,27,2,34,25,25
343,1,2,27,27,27,2,34,25,25
344,1,2,27,27,27,2,34,25,25
345,1,2,27,27,27,2,34,25,25
346,1,2,27,27,27,2,34,25,25
347,1,2,27,27,27,2,34,25,25
348,1,2,20,20,20,2,35,18,18
349,1,2,27,27,27,2,34,25,25
350,1,2,18,18,18,2,36,16,16
351,1,2,18,18,18,2,36,16,16
352,1,2,18,18,18,2,36,16,16
353,1,2,18,18,18,2,36,16,16
354,1,2,18,18,18,2,36,16,16
355,1,2,28,28,28,2,43,26,26
356,1,2,18,18,18,2,36,16,16
357,1,1,1,1,1,1,1,1,1
358,1,1,1,1,1,1,1,1,1
359,1,1,1,1,1,1,1,1,1
360,1,1,1,1,1,1,1,1,1
361,1,1,1,1,1,1,1,1,1
362,1,1,1,1,1,1,1,1,1
363,1,1,1,1,1,1,1,1,1
364,1,1,1,1,1,1,1,1,1
365,1,1,1,1,1,1,1,1,1
366,1,1,1,1,1,1,1,1,1
367,1,1,1,1,1,1,1,1,1
368,1,1,1,1,1,1,1,1,1
369,1,1,1,1,1,1,1,1,1
370,1,2,2,2,2,2,37,2,2
371,1,1,1,1,1,1,1,1,1
372,1,1,1,1,1,1,1,1,1
373,1,3,12,12,12,5,55,11,11
374,1,3,22,22,22,5,54,20,20
375,1,3,12,12,12,5,56,11,11
376,1,1,1,1,1,1,1,1,1
377,1,3,12,12,12,5,56,11,11
378,1,2,2,2,2,2,37,2,2
379,1,1,1,1,1,1,1,1,1
380,1,1,1,1,1,1,1,1,1
381,1,1,1,1,1,1,1,1,1
382,1,2,15,15,15,2,40,13,13
383,1,4,19,19,19,3,46,17,17
384,1,2,29,29,29,2,41,2,2
385,1,5,25,25,25,4,51,23,23
386,1,4,19,19,19,3,45,22,22
387,1,2,2,2,2,2,37,2,2
388,1,2,29,29,29,2,41,2,2
389,1,4,19,19,19,3,45,22,22
390,1,5,25,25,25,4,51,23,23
391,1,5,25,25,25,4,51,23,23
392,1,5,26,26,26,4,52,24,24
393,1,5,25,25,25,4,51,23,23
394,1,5,25,25,25,4,51,23,23
395,1,4,19,19,19,3,46,17,17
396,1,2,29,29,29,2,41,2,2
397,1,4,19,19,19,3,46,17,17
398,1,4,19,19,19,3,45,22,22
399,1,4,19,19,19,3,49,22,22
400,1,4,19,19,19,3,46,17,17
401,1,5,25,25,25,4,51,23,23
402,1,4,19,19,19,3,49,22,22
403,1,5,25,25,25,4,51,23,23
404,1,2,16,16,16,2,39,14,14
405,1,4,17,17,17,3,47,15,15
406,1,4,19,19,19,3,46,17,17
407,1,4,17,17,17,3,47,15,15
408,1,3,12,12,12,5,55,11,11
409,1,3,12,12,12,5,55,11,11
410,1,3,12,12,12,5,55,11,11
411,1,3,12,12,12,5,55,11,11
412,1,3,22,22,22,5,54,20,20
413,1,3,22,22,22,5,54,20,20
414,1,3,22,22,22,5,54,20,20
415,1,3,22,22,22,5,54,20,20
416,1,3,22,22,22,5,54,20,20
417,1,3,22,22,22,5,54,20,20
418,1,3,22,22,22,5,54,20,20
419,1,3,22,22,22,5,54,20,20
420,1,3,22,22,22,5,54,20,20
421,1,3,22,22,22,5,54,20,20
422,1,3,22,22,22,5,54,20,20
423,1,5,30,30,30,4,53,24,24
424,1,2,29,29,29,2,41,2,2
425,1,2,29,29,29,2,41,2,2
426,1,5,26,26,26,4,52,24,24
427,1,5,26,26,26,4,52,24,24
428,1,5,30,30,30,4,53,24,24
429,1,2,29,29,29,2,41,2,2
430,1,5,26,26,26,4,52,24,24
431,1,5,26,26,26,4,52,24,24
432,1,5,26,26,26,4,52,24,24
433,1,2,29,29,29,2,41,2,2
434,1,5,30,30,30,4,53,24,24
435,1,5,26,26,26,4,52,24,24
436,1,2,29,29,29,2,41,2,2
437,1,5,26,26,26,4,52,24,24
438,1,2,29,29,29,2,41,2,2
439,1,5,26,26,26,4,52,24,24
440,1,2,29,29,29,2,41,2,2
441,1,2,2,2,2,2,44,2,2
442,1,2,2,2,2,2,44,2,2
443,1,5,26,26,26,4,52,24,24
444,1,5,26,26,26,4,52,24,24
445,1,2,28,28,28,2,43,26,26
446,1,2,28,28,28,2,43,26,26
447,1,2,24,24,24,2,42,21,21
448,1,2,24,24,24,2,42,21,21
449,1,2,24,24,24,2,42,21,21
450,1,2,24,24,24,2,42,21,21
451,1,5,30,30,30,4,53,24,24
452,1,5,30,30,30,4,53,24,24
453,1,5,30,30,30,4,53,24,24
454,1,5,30,30,30,4,53,24,24
455,1,3,12,12,12,5,55,11,11
456,1,3,12,12,12,5,55,11,11
457,1,3,12,12,12,5,55,11,11
458,1,3,12,12,12,5,55,11,11
459,1,3,12,12,12,5,55,11,11
460,1,1,1,1,1,1,1,1,1
461,1,1,1,1,1,1,1,1,1
462,1,1,1,1,1,1,1,1,1
463,1,1,31,31,31,1,1,1,1
464,1,1,1,1,1,1,1,1,1
465,1,1,1,1,1,1,1,1,1
466,1,1,1,1,1,1,1,1,1
467,1,1,1,1,1,1,1,1,1
468,1,1,1,1,1,1,1,1,1
469,1,1,1,1,1,1,1,1,1
470,1,1,1,1,1,1,1,1,1
471,1,1,32,32,32,1,1,1,1
472,1,1,1,1,1,1,1,1,1
473,1,1,1,1,1,1,1,1,1
474,1,1,33,33,33,1,1,1,1
475,1,1,1,1,1,1,1,1,1
476,1,1,1,1,1,1,1,1,1
477,1,1,1,1,1,1,1,1,1
478,1,1,1,1,1,1,1,1,1
479,1,1,1,1,1,1,1,1,1
480,1,1,1,1,1,1,1,1,1
481,1,1,1,1,1,1,1,1,1
482,1,1,1,1,1,1,1,1,1
483,1,1,1,1,1,1,1,1,1
484,1,1,1,1,1,1,1,1,1
485,1,1,1,1,1,1,1,1,1
486,1,1,1,1,1,1,1,1,1
487,1,1,1,1,1,1,1,1,1
488,1,1,1,1,1,1,1,1,1
489,1,1,1,1,1,1,1,1,1
490,1,1,1,1,1,1,1,1,1
491,1,1,32,32,32,1,1,1,1
492,1,1,1,1,1,1,1,1,1
493,1,1,34,34,34,1,14,27,27
494,1,1,35,35,35,1,1,1,1
495,1,1,1,1,1,1,1,1,1
496,1,1,1,1,1,1,1,1,1
497,1,1,1,1,1,1,1,1,1
498,1,1,1,1,1,1,1,1,1
499,1,1,1,1,1,1,1,1,1
500,1,1,1,1,1,1,1,1,1
501,1,1,5,5,5,1,1,1,1
502,1,1,1,1,1,1,1,1,1
503,1,1,1,1,1,1,1,1,1
504,1,1,1,1,1,1,1,1,1
505,1,1,36,36,36,1,9,28,28
506,1,1,1,1,1,1,1,1,1
507,1,1,1,1,1,1,1,1,1
508,1,1,37,37,37,1,14,27,27
509,1,1,1,1,1,1,4,1,1
510,1,1,1,1,1,1,1,1,1
511,1,1,34,34,34,1,14,27,27
512,1,1,37,37,37,1,14,27,27
513,1,1,1,1,1,1,1,1,1
514,1,1,1,1,1,1,1,1,1
515,1,1,3,3,3,1,3,3,3
516,1,1,3,3,3,1,3,3,3
517,1,1,3,3,3,1,3,3,3
518,1,1,1,1,1,1,1,1,1
519,1,1,1,1,1,1,1,1,1
520,1,1,1,1,1,1,1,1,1
521,1,1,1,1,1,1,1,1,1
522,1,1,38,38,38,1,22,29,29
523,1,1,38,38,38,1,22,29,29
524,1,1,14,14,14,1,2,1,1
525,1,1,38,38,38,1,22,29,29
526,1,1,14,14,14,1,2,1,1
527,1,1,1,1,1,1,1,1,1
528,1,1,1,1,1,1,1,1,1
529,1,1,14,14,14,1,2,1,1
530,1,1,1,1,1,1,1,1,1
531,1,1,1,1,1,1,1,1,1
532,1,1,34,34,34,1,14,27,27
533,1,1,31,31,31,1,11,30,30
534,1,1,39,39,39,1,16,31,31
535,1,1,1,1,1,1,1,1,1
536,1,1,1,1,1,1,1,1,1
537,1,1,39,39,39,1,16,31,31
538,1,1,1,1,1,1,1,1,1
539,1,1,1,1,1,1,1,1,1
540,1,1,1,1,1,1,1,1,1
541,1,1,1,1,1,1,1,1,1
542,1,1,1,1,1,1,1,1,1
543,1,1,1,1,1,1,1,1,1
544,1,1,1,1,1,1,1,1,1
545,1,1,1,1,1,1,1,1,1
546,1,1,1,1,1,1,1,1,1
547,1,1,40,40,40,1,5,32,32
548,1,1,1,1,1,1,1,1,1
549,1,1,41,41,41,1,21,1,1
550,1,1,1,1,1,1,1,1,1
551,1,1,1,1,1,1,1,1,1
552,1,1,1,1,1,1,1,1,1
553,1,1,1,1,1,1,1,1,1
554,1,1,1,1,1,1,1,1,1
555,1,1,1,1,1,1,1,1,1
556,1,1,1,1,1,1,1,1,1
557,1,1,1,1,1,1,1,1,1
558,1,1,1,1,1,1,1,1,1
559,1,1,1,1,1,1,1,1,1
560,1,1,1,1,1,1,1,1,1
561,1,1,1,1,1,1,1,1,1
562,1,1,39,39,39,1,16,31,31
563,1,1,1,1,1,1,1,1,1
564,1,1,40,40,40,1,5,32,32
565,1,1,1,1,1,1,1,1,1
566,1,1,1,1,1,1,1,1,1
567,1,1,1,1,1,1,1,1,1
568,1,1,1,1,1,1,1,1,1
569,1,1,1,1,1,1,1,1,1
570,1,1,1,1,1,1,1,1,1
571,1,1,41,41,41,1,21,1,1
572,1,1,42,42,42,1,6,33,33
573,1,1,42,42,42,1,6,33,33
574,1,1,42,42,42,1,6,33,33
575,1,1,42,42,42,1,6,33,33
576,1,1,42,42,42,1,6,33,33
577,1,1,42,42,42,1,6,33,33
578,1,1,43,43,43,1,7,32,32
579,1,1,44,44,44,1,12,34,34
580,1,1,40,40,40,1,5,32,32
581,1,1,43,43,43,1,7,32,32
582,1,1,44,44,44,1,12,34,34
583,1,1,44,44,44,1,12,34,34
584,1,1,1,1,1,1,1,1,1
585,1,1,40,40,40,1,5,32,32
586,1,1,36,36,36,1,9,28,28
587,1,1,40,40,40,1,5,32,32
588,1,1,43,43,43,1,7,35,35
589,1,1,44,44,44,1,12,34,34
590,1,1,44,44,44,1,12,34,34
591,1,1,36,36,36,1,9,28,28
592,1,1,40,40,40,1,5,32,32
593,1,1,31,31,31,1,26,36,36
594,1,1,43,43,43,1,7,35,35
595,1,1,43,43,43,1,7,32,32
596,1,1,31,31,31,1,11,30,30
597,1,1,36,36,36,1,9,28,28
598,1,1,44,44,44,1,12,34,34
599,1,1,40,40,40,1,5,32,32
600,1,1,45,45,45,1,18,1,1
601,1,1,1,1,1,1,1,1,1
602,1,1,43,43,43,1,7,35,35
603,1,1,36,36,36,1,9,28,28
604,1,1,31,31,31,1,11,30,30
605,1,1,1,1,1,1,1,1,1
606,1,1,1,1,1,1,1,1,1
607,1,1,43,43,43,1,7,35,35
608,1,1,40,40,40,1,5,32,32
609,1,1,31,31,31,1,26,36,36
610,1,1,43,43,43,1,7,32,32
611,1,1,44,44,44,1,12,34,34
612,1,1,36,36,36,1,9,28,28
613,1,1,45,45,45,1,18,1,1
614,1,1,31,31,31,1,11,30,30
615,1,1,40,40,40,1,5,32,32
616,1,1,40,40,40,1,5,32,32
617,1,1,42,42,42,1,6,33,33
618,1,1,1,1,1,1,1,1,1
619,1,1,1,1,1,1,1,1,1
620,1,1,1,1,1,1,1,1,1
621,1,1,1,1,1,1,1,1,1
622,1,1,1,1,1,1,1,1,1
623,1,1,31,31,31,1,11,30,30
624,1,1,1,1,1,1,1,1,1
625,1,1,1,1,1,1,1,1,1
626,1,1,1,1,1,1,1,1,1
627,1,1,1,1,1,1,1,1,1
628,1,1,1,1,1,1,1,1,1
629,1,1,1,1,1,1,1,1,1
630,1,1,1,1,1,1,4,1,1
631,1,1,1,1,1,1,1,1,1
632,1,1,1,1,1,1,1,1,1
633,1,1,1,1,1,1,1,1,1
634,1,1,1,1,1,1,1,1,1
635,1,1,1,1,1,1,1,1,1
636,1,1,1,1,1,1,1,1,1
637,1,1,1,1,1,1,1,1,1
638,1,1,13,13,13,1,8,12,12
639,1,1,13,13,13,1,8,12,12
640,1,1,1,1,1,1,1,1,1
641,1,1,1,1,1,1,1,1,1
642,1,1,1,1,1,1,4,1,1
643,1,1,1,1,1,1,1,1,1
644,1,1,1,1,1,1,4,1,1
645,1,1,1,1,1,1,1,1,1
646,1,1,1,1,1,1,1,1,1
647,1,1,1,1,1,1,1,1,1
648,1,1,3,3,3,1,3,3,3
649,1,1,3,3,3,1,3,3,3
650,1,1,3,3,3,1,3,3,3
651,1,1,3,3,3,1,3,3,3
652,1,1,3,3,3,1,3,3,3
653,1,1,3,3,3,1,3,3,3
654,1,1,3,3,3,1,3,3,3
655,1,1,1,1,1,1,1,1,1
656,1,1,46,46,46,1,33,37,37
657,1,1,46,46,46,1,33,37,37
658,1,1,1,1,1,1,1,1,1
659,1,1,1,1,1,1,1,1,1
660,1,1,1,1,1,1,1,1,1
661,1,1,1,1,1,1,1,1,1
662,1,1,1,1,1,1,1,1,1
663,1,1,1,1,1,1,1,1,1
664,1,1,33,33,33,1,27,38,38
665,1,1,47,47,47,1,20,1,1
666,1,1,1,1,1,1,1,1,1
667,1,1,48,48,48,1,19,39,39
668,1,1,47,47,47,1,20,1,1
669,1,1,48,48,48,1,19,39,39
670,1,1,33,33,33,1,27,38,38
671,1,1,1,1,1,1,1,1,1
672,1,1,1,1,1,1,1,1,1
673,1,1,1,1,1,1,1,1,1
674,1,1,1,1,1,1,1,1,1
675,1,1,10,10,10,1,17,9,9
676,1,1,48,48,48,1,19,39,39
677,1,1,49,49,49,1,10,40,40
678,1,1,5,5,5,1,29,41,41
679,1,1,5,5,5,1,29,41,41
680,1,1,5,5,5,1,29,41,41
681,1,1,5,5,5,1,1,1,1
682,1,1,5,5,5,1,1,1,1
683,1,1,5,5,5,1,1,1,1
684,1,1,49,49,49,1,10,40,40
685,1,1,50,50,50,1,32,42,42
686,1,1,5,5,5,1,1,1,1
687,1,1,35,35,35,1,1,1,1
688,1,1,5,5,5,1,1,1,1
689,1,1,5,5,5,1,1,1,1
690,1,1,42,42,42,1,6,33,33
691,1,1,42,42,42,1,6,33,33
692,1,1,1,1,1,1,1,1,1
