"node_id","level_1","level_2","level_3"
260,1,1,1
261,1,1,1
262,1,1,1
263,1,1,1
264,1,1,1
265,1,1,1
266,1,1,1
267,1,1,1
268,1,1,1
269,1,1,1
270,1,1,1
271,1,1,1
272,1,1,1
273,1,1,1
274,1,1,1
275,1,1,1
276,1,1,1
277,1,1,1
278,1,1,1
279,1,1,1
280,1,1,1
281,1,1,1
282,1,1,1
283,1,1,1
284,1,1,1
285,1,1,1
286,1,1,1
287,1,1,1
288,1,1,1
289,1,1,1
290,1,1,1
291,1,1,1
292,1,1,1
293,1,1,1
294,1,1,1
295,1,1,1
296,1,1,1
297,1,1,1
298,1,1,1
299,1,1,1
300,1,1,1
301,1,1,1
302,1,1,1
303,1,1,1
304,1,1,1
305,1,1,1
306,1,1,1
307,1,1,1
308,1,1,1
309,1,1,1
310,1,1,1
311,1,1,1
312,1,1,1
313,1,1,1
314,1,1,1
315,1,1,1
316,1,1,1
317,1,1,1
318,1,1,1
319,1,1,1
320,1,1,1
321,1,1,1
322,1,1,1
323,1,1,1
324,1,1,1
325,1,1,1
326,1,1,1
327,1,1,1
328,1,1,1
329,1,1,1
330,1,1,1
331,1,1,1
332,1,1,1
333,1,1,1
334,1,1,1
335,1,1,1
336,1,1,1
337,1,1,1
338,1,1,1
339,1,1,1
340,1,1,1
341,1,1,1
342,1,1,1
343,1,1,1
344,1,1,1
345,1,1,1
346,1,1,1
347,1,1,1
348,1,1,1
349,1,1,1
350,1,1,1
351,1,1,1
352,1,1,1
353,1,1,1
354,1,1,1
355,1,1,1
356,1,1,1
357,1,1,1
358,1,1,1
359,1,1,1
360,1,1,1
361,1,1,1
362,1,1,1
363,1,2,2
364,1,2,2
365,1,2,2
366,1,2,2
367,1,2,2
368,1,2,2
369,1,2,2
370,1,2,2
371,1,2,2
372,1,2,2
373,1,2,2
374,1,2,2
375,1,3,3
376,1,3,3
377,1,3,3
378,1,3,3
379,1,3,3
380,1,3,3
381,1,3,3
382,1,3,3
383,1,3,3
384,1,3,3
385,1,3,3
386,1,4,4
387,1,4,4
388,1,4,4
389,1,4,4
390,1,4,4
391,1,4,4
392,1,5,5
393,1,5,5
394,1,5,5
395,1,5,5
396,1,5,5
397,1,5,5
398,1,5,5
399,1,5,5
400,1,5,5
401,1,5,5
402,1,6,6
403,1,6,6
404,1,6,6
405,1,6,6
406,1,6,6
407,1,6,6
408,1,6,6
409,1,6,6
410,1,6,6
411,1,7,7
412,1,7,7
413,1,7,7
414,1,7,7
415,1,7,7
416,1,7,7
417,1,7,7
418,1,7,7
419,1,8,8
420,1,8,8
421,1,8,8
422,1,8,8
423,1,8,8
424,1,9,9
425,1,9,9
426,1,9,9
427,1,9,9
428,1,9,9
429,1,9,9
430,1,10,10
431,1,10,10
432,1,10,10
433,1,10,10
434,1,11,11
435,1,11,11
436,1,11,11
437,1,11,11
438,1,11,11
439,1,12,12
440,1,12,12
441,1,12,12
442,1,12,12
443,1,12,12
444,1,12,12
445,1,12,12
446,1,13,13
447,1,13,13
448,1,13,13
449,1,13,13
450,1,13,13
451,1,13,13
452,1,14,14
453,1,14,14
454,1,14,14
455,1,14,14
456,1,14,14
457,1,14,14
458,1,14,14
459,1,15,15
460,1,15,15
461,1,15,15
462,1,15,15
463,1,16,16
464,1,16,16
465,1,16,16
466,1,17,17
467,1,17,17
468,1,17,17
469,1,17,17
470,1,18,18
471,1,18,18
472,1,19,19
473,1,19,19
474,1,19,19
475,1,20,20
476,1,20,20
477,1,21,21
478,1,21,21
479,1,22,22
480,1,22,22
481,1,22,22
482,1,23,23
483,1,23,23
484,1,24,24
485,1,24,24
486,1,25,25
487,1,25,25
488,1,26,26
489,1,26,26
490,1,27,27
491,1,27,27
492,1,28,28
493,1,28,28
494,1,29,29
495,1,29,29
496,1,29,29
497,1,30,30
498,1,30,30
499,1,30,30
500,1,31,31
501,1,31,31
502,1,32,32
503,1,32,32
504,1,33,33
505,1,33,33
506,2,34,34
507,2,34,34
508,2,34,34
509,2,34,34
510,2,34,34
511,2,34,34
512,2,34,34
513,2,34,34
514,2,34,34
515,2,34,34
516,2,34,34
517,2,34,34
518,2,34,34
519,2,34,34
520,2,34,34
521,2,34,34
522,2,35,35
523,2,35,35
524,2,35,35
525,2,35,35
526,2,35,35
527,2,35,35
528,2,35,35
529,2,35,35
530,2,35,35
531,2,35,35
532,2,35,35
533,2,35,35
534,2,35,35
535,2,35,35
536,2,36,36
537,2,36,36
538,2,36,36
539,2,36,36
540,2,36,36
541,2,36,36
542,2,36,36
543,2,36,36
544,2,36,36
545,2,36,36
546,2,36,36
547,2,36,36
548,2,36,36
549,2,36,36
550,2,36,36
551,2,36,36
552,2,36,36
553,2,36,36
554,2,36,36
555,2,36,36
556,2,36,36
557,2,36,36
558,2,36,36
559,2,36,36
560,2,36,36
561,2,36,36
562,2,36,36
563,2,36,36
564,2,36,36
565,2,36,36
566,2,36,36
567,2,36,36
568,2,36,36
569,2,36,36
570,2,37,37
571,2,37,37
572,2,37,37
573,2,37,37
574,2,37,37
575,2,37,37
576,2,37,37
577,2,38,38
578,2,38,38
579,2,38,38
580,2,38,38
581,2,38,38
582,2,38,38
583,2,38,38
584,2,38,38
585,2,38,38
586,2,38,38
587,2,38,38
588,2,38,38
589,2,38,38
590,2,38,38
591,2,38,38
592,2,38,38
593,2,38,38
594,2,39,39
595,2,39,39
596,2,39,39
597,2,39,39
598,2,39,39
599,2,39,39
600,2,39,39
601,2,40,40
602,2,40,40
603,2,40,40
604,2,40,40
605,2,40,40
606,2,41,41
607,2,41,41
608,2,41,41
609,2,41,41
610,2,41,41
611,2,41,41
612,2,41,41
613,2,41,41
614,2,41,41
615,2,41,41
616,2,42,42
617,2,42,42
618,2,42,42
619,2,42,42
620,2,42,42
621,2,43,43
622,2,43,43
623,2,43,43
624,2,44,44
625,2,44,44
626,3,45,45
627,3,45,45
628,3,45,45
629,3,45,45
630,3,45,45
631,3,45,45
632,3,45,45
633,3,45,45
634,3,45,45
635,3,45,45
636,3,45,45
637,3,45,45
638,3,45,45
639,3,45,45
640,3,45,45
641,3,45,45
642,3,45,45
643,3,45,45
644,3,45,45
645,3,45,45
646,3,45,45
647,3,45,45
648,3,45,45
649,3,45,45
650,3,45,45
651,3,45,45
652,3,46,46
653,3,46,46
654,3,46,46
655,3,46,46
656,3,46,46
657,3,46,46
658,3,46,46
659,3,47,47
660,3,47,47
661,3,47,47
662,3,47,47
663,3,47,47
664,3,47,47
665,3,47,47
666,3,47,47
667,3,47,47
668,3,47,47
669,3,47,47
670,3,48,48
671,3,48,48
672,3,48,48
673,3,49,49
674,3,49,49
675,3,49,49
676,3,50,50
677,3,50,50
678,3,50,50
679,3,50,50
680,3,50,50
681,3,50,50
682,4,51,51
683,4,51,51
684,4,51,51
685,4,51,51
686,4,51,51
687,4,51,51
688,4,51,51
689,4,51,51
690,4,51,51
691,4,52,52
692,4,52,52
693,4,52,52
694,4,52,52
695,4,52,52
696,4,52,52
697,4,52,52
698,4,52,52
699,4,52,52
700,4,52,52
701,4,52,52
702,4,52,52
703,4,52,52
704,4,53,53
705,4,53,53
706,4,53,53
707,4,53,53
708,4,53,53
709,4,53,53
710,4,53,53
711,5,54,54
712,5,54,54
713,5,54,54
714,5,54,54
715,5,54,54
716,5,54,54
717,5,54,54
718,5,54,54
719,5,54,54
720,5,54,54
721,5,54,54
722,5,54,54
723,5,54,54
724,5,54,54
725,5,54,54
726,5,54,54
727,5,54,54
728,5,54,54
729,5,54,54
730,5,54,54
731,5,55,55
732,5,55,55
733,5,55,55
734,5,55,55
735,5,55,55
736,5,55,55
737,5,55,55
738,5,55,55
739,5,55,55
740,5,55,55
741,5,55,55
742,5,56,56
743,5,56,56
744,5,57,57
745,5,57,57
