"node_id","level_1","level_2","level_3","final_module"
877,1,3,11,11
878,1,3,47,47
879,1,3,80,80
880,1,3,47,47
881,1,3,41,41
882,1,8,163,163
883,1,14,164,164
884,1,11,144,144
885,1,3,11,11
886,1,3,21,21
887,1,3,3,3
888,1,3,47,47
889,1,3,53,53
890,1,3,11,11
891,1,3,53,53
892,1,3,93,93
893,1,9,43,43
894,1,3,107,107
895,1,3,80,80
896,1,3,60,60
897,1,3,126,126
898,1,3,102,102
899,1,2,22,22
900,1,3,80,80
901,1,3,72,72
902,1,3,88,88
903,1,3,11,11
904,1,13,113,113
905,1,11,34,34
906,1,2,2,2
907,1,9,148,148
908,1,3,47,47
909,1,3,152,152
910,1,3,53,53
911,1,1,37,37
912,1,2,2,2
913,1,2,22,22
914,1,3,126,126
915,1,3,11,11
916,1,2,22,22
917,1,2,10,10
918,1,3,102,102
919,1,7,77,77
920,1,3,11,11
921,1,3,72,72
922,1,3,80,80
923,1,3,21,21
924,1,3,48,48
925,1,15,109,109
926,1,3,11,11
927,1,3,11,11
928,1,3,20,20
929,1,3,158,158
930,1,3,11,11
931,1,9,150,150
932,1,3,93,93
933,1,3,21,21
934,1,3,165,165
935,1,3,80,80
936,1,9,150,150
937,1,3,88,88
938,1,3,114,114
939,1,9,26,26
940,1,3,21,21
941,1,3,11,11
942,1,3,60,60
943,1,3,165,165
944,1,7,166,166
945,1,3,60,60
946,1,3,90,90
947,1,9,150,150
948,1,15,134,134
949,1,3,40,40
950,1,1,1,1
951,1,2,2,2
952,1,3,165,165
953,1,8,163,163
954,1,3,11,11
955,1,8,163,163
956,1,3,83,83
957,1,2,2,2
958,1,3,88,88
959,1,3,21,21
960,1,3,75,75
961,1,3,90,90
962,1,3,158,158
963,1,15,134,134
964,1,3,11,11
965,1,3,70,70
966,1,9,167,167
967,1,3,90,90
968,1,8,163,163
969,1,3,88,88
970,1,3,80,80
971,1,3,82,82
972,1,1,18,18
973,1,5,129,129
974,1,1,168,168
975,1,3,60,60
976,1,9,148,148
977,1,3,80,80
978,1,3,169,169
979,1,2,170,170
980,1,3,11,11
981,1,11,144,144
982,1,3,82,82
983,1,12,50,50
984,1,3,70,70
985,1,3,171,171
986,1,9,172,172
987,1,2,2,2
988,1,3,4,4
989,1,3,66,66
990,1,3,173,173
991,1,3,60,60
992,1,3,38,38
993,1,7,45,45
994,1,1,18,18
995,1,3,104,104
996,1,3,44,44
997,1,3,90,90
998,1,3,114,114
999,1,13,79,79
1000,1,3,71,71
1001,1,3,103,103
1002,1,3,44,44
1003,1,3,174,174
1004,1,2,2,2
1005,1,3,175,175
1006,1,8,24,24
1007,1,3,47,47
1008,1,3,176,176
1009,1,3,69,69
1010,1,3,11,11
1011,1,3,104,104
1012,1,7,121,121
1013,1,3,60,60
1014,1,7,121,121
1015,1,7,58,58
1016,1,3,173,173
1017,1,1,1,1
1018,1,15,109,109
1019,1,9,148,148
1020,1,3,174,174
1021,1,13,113,113
1022,1,3,104,104
1023,1,3,71,71
1024,1,3,76,76
1025,1,3,104,104
1026,1,3,104,104
1027,1,3,177,177
1028,1,3,44,44
1029,1,11,157,157
1030,1,9,150,150
1031,1,8,163,163
1032,1,7,121,121
1033,1,3,12,12
1034,1,3,155,155
1035,1,3,47,47
1036,1,3,13,13
1037,1,3,173,173
1038,1,7,77,77
1039,1,1,168,168
1040,1,7,77,77
1041,1,3,4,4
1042,1,3,126,126
1043,1,3,11,11
1044,1,3,47,47
1045,1,11,59,59
1046,1,3,93,93
1047,1,3,80,80
1048,1,3,11,11
1049,1,3,71,71
1050,1,3,103,103
1051,1,3,102,102
1052,1,6,124,124
1053,1,10,28,28
1054,1,3,88,88
1055,1,3,104,104
1056,1,3,11,11
1057,1,10,123,123
1058,1,11,59,59
1059,1,3,103,103
1060,1,2,2,2
1061,1,3,80,80
1062,1,3,175,175
1063,1,12,50,50
1064,1,1,168,168
1065,1,3,80,80
1066,1,13,113,113
1067,1,3,114,114
1068,1,3,114,114
1069,1,9,159,159
1070,1,10,123,123
1071,1,3,94,94
1072,1,11,59,59
1073,1,11,59,59
1074,1,11,34,34
1075,1,2,2,2
1076,1,2,10,10
1077,1,3,38,38
1078,1,7,121,121
1079,1,3,60,60
1080,1,3,47,47
1081,1,3,114,114
1082,1,3,13,13
1083,1,2,2,2
1084,1,9,147,147
1085,1,3,73,73
1086,1,6,124,124
1087,1,3,104,104
1088,1,2,2,2
1089,1,3,80,80
1090,1,3,47,47
1091,1,11,144,144
1092,1,3,119,119
1093,1,3,178,178
1094,1,3,152,152
1095,1,3,4,4
1096,1,5,96,96
1097,1,11,59,59
1098,1,6,154,154
1099,1,3,60,60
1100,1,3,21,21
1101,1,9,43,43
1102,1,6,154,154
1103,1,3,179,179
1104,1,6,112,112
1105,1,7,52,52
1106,1,3,143,143
1107,1,3,114,114
1108,1,3,73,73
1109,1,3,38,38
1110,1,3,80,80
1111,1,1,1,1
1112,1,13,180,180
1113,1,3,178,178
1114,1,3,60,60
1115,1,3,11,11
1116,1,10,123,123
1117,1,3,8,8
1118,1,7,121,121
1119,1,3,143,143
1120,1,2,2,2
1121,1,3,13,13
1122,1,3,4,4
1123,1,3,48,48
1124,1,2,2,2
1125,1,10,28,28
1126,1,15,134,134
1127,1,11,59,59
1128,1,2,2,2
1129,1,2,2,2
1130,1,8,163,163
1131,1,3,11,11
1132,1,2,2,2
1133,1,3,71,71
1134,1,3,4,4
1135,1,3,60,60
1136,1,3,143,143
1137,1,3,71,71
1138,1,3,174,174
1139,1,3,44,44
1140,1,3,181,181
1141,1,1,168,168
1142,1,11,59,59
1143,1,3,48,48
1144,1,1,110,110
1145,1,3,60,60
1146,1,3,182,182
1147,1,3,126,126
1148,1,5,16,16
1149,1,3,80,80
1150,1,3,13,13
1151,1,3,119,119
1152,1,8,24,24
1153,1,3,12,12
1154,1,3,21,21
1155,1,3,53,53
1156,1,3,20,20
1157,1,3,53,53
1158,1,9,43,43
1159,1,7,77,77
1160,1,3,72,72
1161,1,12,50,50
1162,1,5,16,16
1163,1,11,146,146
1164,1,1,168,168
1165,1,3,103,103
1166,1,3,11,11
1167,1,11,34,34
1168,1,15,128,128
1169,1,3,70,70
1170,1,3,104,104
1171,1,1,1,1
1172,1,3,71,71
1173,1,3,71,71
1174,1,13,183,183
1175,1,3,104,104
1176,1,2,2,2
1177,1,1,168,168
1178,1,10,123,123
1179,1,3,21,21
1180,1,3,83,83
1181,1,3,71,71
1182,1,3,11,11
1183,1,3,21,21
1184,1,3,75,75
1185,1,3,5,5
1186,1,3,143,143
1187,1,3,70,70
1188,1,12,50,50
1189,1,3,143,143
1190,1,11,59,59
1191,1,3,21,21
1192,1,3,103,103
1193,1,3,11,11
1194,1,3,184,184
1195,1,2,2,2
1196,1,11,34,34
1197,1,3,4,4
1198,1,3,53,53
1199,1,3,42,42
1200,1,3,143,143
1201,1,3,47,47
1202,1,9,150,150
1203,1,3,11,11
1204,1,3,60,60
1205,1,7,58,58
1206,1,12,50,50
1207,1,3,103,103
1208,1,3,44,44
1209,1,3,46,46
1210,1,3,11,11
1211,1,10,28,28
1212,1,3,143,143
1213,1,7,39,39
1214,1,2,185,185
1215,1,14,140,140
1216,1,3,186,186
1217,1,3,94,94
1218,1,3,3,3
1219,1,3,38,38
1220,1,3,155,155
1221,1,3,11,11
1222,1,3,119,119
1223,1,2,2,2
1224,1,1,1,1
1225,1,11,59,59
1226,1,3,182,182
1227,1,3,4,4
1228,1,2,2,2
1229,1,3,11,11
1230,1,3,13,13
1231,1,3,93,93
1232,1,3,85,85
1233,1,3,80,80
1234,1,3,89,89
1235,1,3,177,177
1236,1,15,134,134
1237,1,7,121,121
1238,1,3,153,153
1239,1,11,156,156
1240,1,3,187,187
1241,1,12,50,50
1242,1,3,69,69
1243,1,3,119,119
1244,1,3,88,88
1245,1,3,93,93
1246,1,3,126,126
1247,1,1,18,18
1248,1,3,70,70
1249,1,3,126,126
1250,1,3,3,3
1251,1,8,24,24
1252,1,3,38,38
1253,1,3,41,41
1254,1,3,184,184
1255,1,3,153,153
1256,1,3,49,49
1257,1,3,153,153
1258,1,3,179,179
1259,1,3,4,4
1260,1,6,106,106
1261,1,7,63,63
1262,1,3,11,11
1263,1,5,188,188
1264,1,3,107,107
1265,1,3,89,89
1266,1,2,2,2
1267,1,10,123,123
1268,1,1,18,18
1269,1,3,179,179
1270,1,3,47,47
1271,1,3,70,70
1272,1,3,71,71
1273,1,1,87,87
1274,1,7,58,58
1275,1,3,155,155
1276,1,3,93,93
1277,1,13,61,61
1278,1,3,179,179
1279,1,2,78,78
1280,1,3,138,138
1281,1,3,184,184
1282,1,3,155,155
1283,1,3,89,89
1284,1,3,3,3
1285,1,3,11,11
1286,1,3,88,88
1287,1,3,69,69
1288,1,3,80,80
1289,1,13,113,113
1290,1,3,42,42
1291,1,3,60,60
1292,1,3,119,119
1293,1,11,59,59
1294,1,3,133,133
1295,1,3,60,60
1296,1,2,10,10
1297,1,3,186,186
1298,1,3,20,20
1299,1,3,60,60
1300,1,3,38,38
1301,1,3,11,11
1302,1,7,136,136
1303,1,3,48,48
1304,1,11,156,156
1305,1,10,28,28
1306,1,3,69,69
1307,1,3,80,80
1308,1,1,168,168
1309,1,3,80,80
1310,1,13,79,79
1311,1,11,59,59
1312,1,3,178,178
1313,1,3,88,88
1314,1,7,121,121
1315,1,3,176,176
1316,1,11,59,59
1317,1,3,143,143
1318,1,9,167,167
1319,1,3,42,42
1320,1,7,77,77
1321,1,11,59,59
1322,1,1,18,18
1323,1,3,89,89
1324,1,3,41,41
1325,1,3,20,20
1326,1,3,11,11
1327,1,7,63,63
1328,1,3,178,178
1329,1,3,119,119
1330,1,3,73,73
1331,1,3,21,21
1332,1,9,167,167
1333,1,9,43,43
1334,1,3,103,103
1335,1,3,153,153
1336,1,3,155,155
1337,1,3,4,4
1338,1,3,182,182
1339,1,8,105,105
1340,1,3,80,80
1341,1,2,2,2
1342,1,3,4,4
1343,1,3,179,179
1344,1,3,11,11
1345,1,11,139,139
1346,1,3,88,88
1347,1,8,142,142
1348,1,7,63,63
1349,1,3,107,107
1350,1,3,38,38
1351,1,3,88,88
1352,1,7,120,120
1353,1,9,159,159
1354,1,3,4,4
1355,1,1,168,168
1356,1,3,69,69
1357,1,2,78,78
1358,1,3,178,178
1359,1,3,46,46
