"node_id","level_1","level_2","level_3"
260,1,5,5
261,1,5,5
262,1,6,6
263,1,6,6
264,1,6,6
265,1,6,6
266,1,6,6
267,1,6,6
268,1,6,6
269,1,6,6
270,1,6,6
271,1,6,6
272,1,6,6
273,1,6,6
274,1,6,6
275,1,6,6
276,1,6,6
277,1,6,6
278,1,7,7
279,1,7,7
280,1,7,7
281,1,7,7
282,1,7,7
283,1,7,7
284,1,7,7
285,1,7,7
286,1,7,7
287,1,7,7
288,1,7,7
289,1,7,7
290,1,7,7
291,1,7,7
292,1,7,7
293,1,7,7
294,1,7,7
295,1,8,8
296,1,8,8
297,1,8,8
298,1,8,8
299,1,8,8
300,1,8,8
301,1,8,8
302,1,8,8
303,1,8,8
304,1,8,8
305,1,8,8
306,1,8,8
307,1,8,8
308,1,8,8
309,1,8,8
310,1,8,8
311,1,9,9
312,1,9,9
313,1,9,9
314,1,9,9
315,1,9,9
316,1,9,9
317,1,9,9
318,1,9,9
319,1,9,9
320,1,9,9
321,1,9,9
322,1,9,9
323,1,9,9
324,1,9,9
325,1,9,9
326,1,9,9
327,1,10,10
328,1,10,10
329,1,10,10
330,1,10,10
331,1,10,10
332,1,10,10
333,1,10,10
334,1,10,10
335,1,10,10
336,1,10,10
337,1,10,10
338,1,11,11
339,1,12,12
340,1,12,12
341,1,12,12
342,1,12,12
343,1,12,12
344,1,12,12
345,1,12,12
346,1,12,12
347,1,12,12
348,1,13,13
349,1,13,13
350,1,13,13
351,1,13,13
352,1,13,13
353,1,13,13
354,1,13,13
355,1,14,14
356,1,14,14
357,1,14,14
358,1,14,14
359,1,14,14
360,1,14,14
361,1,14,14
362,1,14,14
363,1,14,14
364,1,14,14
365,1,14,14
366,1,14,14
367,1,15,15
368,1,15,15
369,1,15,15
370,1,15,15
371,1,15,15
372,1,15,15
373,1,15,15
374,1,15,15
375,1,15,15
376,1,16,16
377,1,16,16
378,1,16,16
379,1,16,16
380,1,16,16
381,1,17,17
382,1,17,17
383,1,17,17
384,1,17,17
385,1,17,17
386,1,17,17
387,1,17,17
388,1,18,18
389,1,18,18
390,1,18,18
391,1,18,18
392,1,19,19
393,1,19,19
394,1,19,19
395,1,19,19
396,1,20,20
397,1,20,20
398,1,20,20
399,1,21,21
400,1,21,21
401,1,21,21
402,1,21,21
403,1,22,22
404,1,22,22
405,1,22,22
406,1,22,22
407,1,23,23
408,1,23,23
409,1,23,23
410,1,24,24
411,1,24,24
412,1,24,24
413,1,25,25
414,1,25,25
415,1,25,25
416,1,26,26
417,1,26,26
418,1,26,26
419,1,27,27
420,1,27,27
421,1,28,28
422,1,28,28
423,1,29,29
424,1,29,29
425,1,30,30
426,1,30,30
427,1,31,31
428,1,31,31
429,1,32,32
430,1,32,32
431,2,33,33
432,2,33,33
433,2,33,33
434,2,33,33
435,2,33,33
436,2,33,33
437,2,33,33
438,2,33,33
439,2,33,33
440,2,33,33
441,2,33,33
442,2,33,33
443,2,33,33
444,2,33,33
445,2,33,33
446,2,33,33
447,2,33,33
448,2,33,33
449,2,33,33
450,2,33,33
451,2,33,33
452,2,33,33
453,2,33,33
454,2,33,33
455,2,33,34
456,2,33,34
457,2,33,34
458,2,33,34
459,2,33,34
460,2,33,34
461,2,33,34
462,2,33,34
463,2,33,34
464,2,33,34
465,2,33,34
466,2,33,34
467,2,33,34
468,2,33,34
469,2,33,35
470,2,33,35
471,2,33,35
472,2,33,35
473,2,33,35
474,2,33,35
475,2,33,35
476,2,33,35
477,2,33,36
478,2,33,36
479,2,33,36
480,2,33,36
481,2,33,36
482,2,33,36
483,2,34,37
484,2,34,37
485,2,34,37
486,2,34,37
487,2,34,37
488,2,34,37
489,2,34,37
490,2,34,37
491,2,34,37
492,2,34,37
493,2,34,37
494,2,34,37
495,2,34,37
496,2,34,37
497,2,34,37
498,2,34,37
499,2,34,37
500,2,34,37
501,2,34,37
502,2,34,37
503,2,34,37
504,2,34,37
505,2,34,37
506,2,34,37
507,2,34,37
508,2,34,37
509,2,34,37
510,2,34,37
511,2,34,37
512,2,34,37
513,2,34,37
514,2,34,37
515,2,34,37
516,2,34,37
517,2,34,37
518,2,34,37
519,2,34,37
520,2,34,37
521,2,34,37
522,2,34,37
523,2,34,37
524,2,34,37
525,2,34,37
526,2,34,37
527,2,34,37
528,2,34,37
529,2,34,37
530,2,35,38
531,2,35,38
532,2,35,38
533,2,35,38
534,2,35,38
535,2,35,38
536,2,35,38
537,2,35,38
538,2,35,38
539,2,35,38
540,2,35,38
541,2,35,38
542,2,35,38
543,2,35,38
544,2,35,38
545,2,35,38
546,2,35,38
547,2,35,38
548,2,35,38
549,2,35,38
550,2,35,38
551,2,35,38
552,2,35,38
553,2,35,38
554,2,35,38
555,2,35,38
556,2,35,38
557,2,35,38
558,2,35,38
559,2,35,38
560,2,35,38
561,2,35,38
562,2,35,38
563,2,35,38
564,2,35,38
565,2,36,39
566,2,36,39
567,2,36,39
568,2,36,39
569,2,36,39
570,2,36,39
571,2,36,39
572,2,36,39
573,2,36,39
574,2,36,39
575,2,36,39
576,2,36,39
577,2,36,39
578,2,36,39
579,2,36,39
580,2,36,39
581,2,36,39
582,2,36,39
583,2,36,39
584,2,36,39
585,2,36,39
586,2,36,39
587,2,36,39
588,2,36,39
589,2,36,39
590,2,36,39
591,2,36,39
592,2,36,39
593,2,36,39
594,2,36,39
595,2,36,39
596,2,36,39
597,2,37,40
598,2,37,40
599,2,37,40
600,2,37,40
601,2,37,40
602,2,37,40
603,2,37,40
604,2,37,40
605,2,37,40
606,2,37,40
607,2,37,40
608,2,37,40
609,2,37,40
610,2,37,40
611,2,37,40
612,2,37,40
613,2,37,40
614,2,37,40
615,2,37,40
616,2,37,40
617,2,37,40
618,2,37,40
619,2,37,40
620,2,37,40
621,2,38,41
622,2,38,41
623,2,38,41
624,2,38,41
625,2,38,41
626,2,38,41
627,2,38,41
628,2,38,41
629,2,38,41
630,2,38,41
631,2,38,41
632,2,38,41
633,2,38,41
634,2,38,41
635,2,38,41
636,2,38,41
637,2,38,41
638,2,38,41
639,2,38,41
640,2,38,41
641,2,38,41
642,2,38,41
643,2,38,41
644,2,38,41
645,2,38,41
646,2,38,41
647,2,38,41
648,2,38,41
649,2,38,41
650,2,38,41
651,2,38,41
652,2,38,41
653,2,38,41
654,2,38,41
655,2,39,42
656,2,39,42
657,2,39,42
658,2,39,42
659,2,39,42
660,2,39,42
661,2,39,42
662,2,39,42
663,2,39,42
664,2,39,42
665,2,39,42
666,2,39,42
667,2,39,42
668,2,39,42
669,2,39,42
670,2,39,42
671,2,39,42
672,2,39,42
673,2,39,42
674,2,39,42
675,2,39,42
676,2,39,42
677,2,39,42
678,2,39,43
679,2,39,43
680,2,39,43
681,2,39,43
682,2,39,43
683,2,39,43
684,2,39,43
685,2,39,43
686,2,39,43
687,2,39,43
688,2,39,43
689,2,39,43
690,2,39,43
691,2,39,43
692,2,39,43
693,2,39,44
694,2,40,45
695,2,40,45
696,2,40,45
697,2,40,45
698,2,40,45
699,2,40,45
700,2,40,45
701,2,40,45
702,2,40,45
703,2,40,45
704,2,40,45
705,2,40,45
706,2,40,45
707,2,40,45
708,2,40,45
709,2,40,45
710,2,40,45
711,2,40,45
712,2,40,45
713,2,40,45
714,2,40,45
715,2,40,45
716,2,40,45
717,2,40,45
718,2,40,45
719,2,40,45
720,2,40,45
721,2,41,46
722,2,41,46
723,2,41,46
724,2,41,46
725,2,41,46
726,2,41,46
727,2,41,46
728,2,41,46
729,2,41,46
730,2,41,46
731,2,41,46
732,2,41,46
733,2,41,46
734,2,41,46
735,2,41,46
736,2,41,46
737,2,41,46
738,2,41,46
739,2,41,46
740,2,41,46
741,2,41,46
742,2,41,46
743,2,41,46
744,2,41,46
745,2,41,46
746,2,41,46
747,2,41,46
748,2,41,46
749,2,41,46
750,2,41,46
751,2,41,46
752,2,41,46
753,2,41,46
754,2,42,47
755,2,42,47
756,2,42,47
757,2,42,47
758,2,42,47
759,2,42,47
760,2,42,47
761,2,42,47
762,2,42,47
763,2,42,47
764,2,42,47
765,2,42,47
766,2,42,47
767,2,42,47
768,2,42,47
769,2,42,47
770,2,42,47
771,2,42,47
772,2,42,47
773,2,42,47
774,2,42,47
775,2,42,47
776,2,42,47
777,2,43,48
778,2,43,48
779,2,43,48
780,2,43,48
781,2,43,48
782,2,43,48
783,2,43,48
784,2,43,48
785,2,43,48
786,2,43,48
787,2,43,48
788,2,43,48
789,2,43,48
790,2,43,48
791,2,43,48
792,2,43,48
793,2,43,48
794,2,43,48
795,2,43,48
796,2,43,48
797,2,43,48
798,2,43,48
799,2,43,48
800,2,43,48
801,2,43,48
802,2,43,48
803,2,43,48
804,2,43,48
805,2,43,48
806,2,43,48
807,2,43,48
808,2,43,48
809,2,43,48
810,2,44,49
811,2,44,49
812,2,44,49
813,2,44,49
814,2,44,49
815,2,44,49
816,2,44,49
817,2,44,49
818,2,44,49
819,2,44,49
820,2,44,49
821,2,44,49
822,2,44,49
823,2,44,49
824,2,44,49
825,2,44,49
826,2,44,49
827,2,44,49
828,2,44,49
829,2,44,49
830,2,44,49
831,2,44,49
832,2,44,49
833,2,44,49
834,2,44,49
835,2,44,49
836,2,45,50
837,2,45,50
838,2,45,50
839,2,45,50
840,2,45,50
841,2,45,50
842,2,45,50
843,2,45,50
844,2,45,50
845,2,45,50
846,2,45,50
847,2,45,50
848,2,45,50
849,2,45,50
850,2,45,50
851,2,45,50
852,2,45,50
853,2,45,50
854,2,45,50
855,2,45,50
856,2,45,50
857,2,45,50
858,2,46,51
859,2,46,51
860,2,46,51
861,2,46,51
862,2,46,51
863,2,46,51
864,2,46,51
865,2,46,51
866,2,46,51
867,2,46,51
868,2,46,51
869,2,46,51
870,2,46,51
871,2,46,51
872,2,46,51
873,2,46,51
874,2,46,51
875,2,47,52
876,2,47,52
877,2,47,52
878,2,47,52
879,2,47,52
880,2,47,52
881,2,47,52
882,2,47,52
883,2,47,52
884,2,47,52
885,2,47,52
886,2,47,52
887,2,47,52
888,2,47,52
889,2,47,52
890,2,47,52
891,2,47,52
892,2,47,52
893,2,47,52
894,2,47,52
895,2,47,52
896,2,48,53
897,2,48,53
898,2,48,53
899,2,48,53
900,2,48,53
901,2,48,53
902,2,48,53
903,2,48,53
904,2,48,53
905,2,48,53
906,2,48,53
907,2,48,53
908,2,48,53
909,2,48,53
910,2,48,53
911,2,48,53
912,2,48,53
913,2,48,53
914,2,48,53
915,2,48,53
916,2,48,53
917,2,48,53
918,2,48,53
919,2,49,54
920,2,49,54
921,2,49,54
922,2,49,54
923,2,49,54
924,2,49,54
925,2,49,54
926,2,49,54
927,2,49,54
928,2,49,54
929,2,49,54
930,2,49,54
931,2,49,54
932,2,49,54
933,2,49,54
934,2,49,54
935,2,49,54
936,2,49,54
937,2,49,54
938,2,49,54
939,2,49,54
940,2,49,54
941,2,50,55
942,2,50,55
943,2,50,55
944,2,50,55
945,2,50,55
946,2,50,55
947,2,50,55
948,2,50,55
949,2,50,55
950,2,50,55
951,2,50,55
952,2,50,55
953,2,50,55
954,2,50,55
955,2,50,55
956,2,50,55
957,2,50,55
958,2,50,55
959,2,51,56
960,2,51,56
961,2,51,56
962,2,51,56
963,2,51,56
964,2,51,56
965,2,51,56
966,2,51,56
967,2,51,56
968,2,51,56
969,2,51,56
970,2,51,56
971,2,51,56
972,2,51,56
973,2,51,56
974,2,51,56
975,2,51,56
976,2,51,56
977,2,51,56
978,2,52,57
979,2,52,57
980,2,52,57
981,2,52,57
982,2,52,57
983,2,52,57
984,2,52,57
985,2,52,57
986,2,52,57
987,2,52,57
988,2,52,57
989,2,52,57
990,2,52,57
991,2,52,57
992,2,52,57
993,2,52,57
994,2,52,57
995,2,52,57
996,2,52,57
997,2,52,57
998,2,53,58
999,2,53,58
1000,2,53,58
1001,2,53,58
1002,2,53,58
1003,2,53,58
1004,2,53,58
1005,2,53,58
1006,2,53,58
1007,2,53,58
1008,2,53,58
1009,2,53,58
1010,2,53,58
1011,2,53,58
1012,2,53,58
1013,2,53,58
1014,2,53,58
1015,2,53,58
1016,2,53,58
1017,2,54,59
1018,2,54,59
1019,2,54,59
1020,2,54,59
1021,2,54,59
1022,2,54,59
1023,2,54,59
1024,2,54,59
1025,2,54,59
1026,2,54,59
1027,2,54,59
1028,2,54,59
1029,2,55,60
1030,2,55,60
1031,2,55,60
1032,2,55,60
1033,2,55,60
1034,2,55,60
1035,2,55,60
1036,2,55,60
1037,2,55,60
1038,2,55,60
1039,2,55,60
1040,2,55,60
1041,2,56,61
1042,2,56,61
1043,2,56,61
1044,2,56,61
1045,2,56,61
1046,2,56,61
1047,2,56,61
1048,2,57,62
1049,2,57,62
1050,2,57,62
1051,2,57,62
1052,2,57,62
1053,2,57,62
1054,2,57,62
1055,2,57,62
1056,2,57,62
1057,2,57,62
1058,2,57,62
1059,2,57,62
1060,2,57,62
1061,2,57,62
1062,2,57,62
1063,2,57,62
1064,2,57,62
1065,2,58,63
1066,2,58,63
1067,2,58,63
1068,2,58,63
1069,2,58,63
1070,2,58,63
1071,2,58,63
1072,2,58,63
1073,2,58,63
1074,2,59,64
1075,2,59,64
1076,2,59,64
1077,2,59,64
1078,2,59,64
1079,2,59,64
1080,2,59,64
1081,2,59,64
1082,2,59,64
1083,2,59,64
1084,2,59,64
1085,2,59,64
1086,2,59,64
1087,2,60,65
1088,2,60,65
1089,2,60,65
1090,2,60,65
1091,2,60,65
1092,2,60,65
1093,2,60,65
1094,2,60,65
1095,2,60,65
1096,2,60,65
1097,2,60,65
1098,2,60,65
1099,2,61,66
1100,2,61,66
1101,2,61,66
1102,2,61,66
1103,2,61,66
1104,2,61,66
1105,2,61,66
1106,2,61,66
1107,2,62,67
1108,2,62,67
1109,2,62,67
1110,2,62,67
1111,2,62,67
1112,2,62,67
1113,2,62,67
1114,2,62,67
1115,2,62,67
1116,2,62,67
1117,2,62,67
1118,2,62,67
1119,2,62,67
1120,2,62,67
1121,2,62,67
1122,2,62,67
1123,2,62,67
1124,2,62,67
1125,2,62,67
1126,2,63,68
1127,2,63,68
1128,2,63,68
1129,2,63,68
1130,2,63,68
1131,2,63,68
1132,2,63,68
1133,2,63,68
1134,2,63,68
1135,2,63,68
1136,2,63,68
1137,2,63,68
1138,2,63,68
1139,2,63,68
1140,2,63,68
1141,2,63,68
1142,2,64,69
1143,2,64,69
1144,2,64,69
1145,2,64,69
1146,2,64,69
1147,2,64,69
1148,2,64,69
1149,2,64,69
1150,2,64,69
1151,2,65,70
1152,2,65,70
1153,2,65,70
1154,2,65,70
1155,2,65,70
1156,2,65,70
1157,2,65,70
1158,2,65,70
1159,2,65,70
1160,2,65,70
1161,2,65,70
1162,2,65,70
1163,2,65,70
1164,2,65,70
1165,2,66,71
1166,2,66,71
1167,2,66,71
1168,2,66,71
1169,2,66,71
1170,2,66,71
1171,2,66,71
1172,2,66,71
1173,2,66,71
1174,2,66,71
1175,2,66,71
1176,2,66,71
1177,2,66,71
1178,2,67,72
1179,2,67,72
1180,2,67,72
1181,2,67,72
1182,2,67,72
1183,2,67,72
1184,2,67,72
1185,2,67,72
1186,2,68,73
1187,2,68,73
1188,2,68,73
1189,2,68,73
1190,2,68,73
1191,2,68,73
1192,2,68,73
1193,2,68,73
1194,2,68,73
1195,2,69,74
1196,2,69,74
1197,2,69,74
1198,2,69,74
1199,2,69,74
1200,2,69,74
1201,2,69,74
1202,2,69,74
1203,2,69,74
1204,2,69,74
1205,2,70,75
1206,2,70,75
1207,2,70,75
1208,2,70,75
1209,2,70,75
1210,2,70,75
1211,2,70,75
1212,2,70,75
1213,2,70,75
1214,2,70,75
1215,2,70,75
1216,2,70,75
1217,2,70,75
1218,2,71,76
1219,2,71,76
1220,2,71,76
1221,2,71,76
1222,2,71,76
1223,2,71,76
1224,2,71,76
1225,2,71,76
1226,2,71,76
1227,2,71,76
1228,2,72,77
1229,2,72,77
1230,2,72,77
1231,2,72,77
1232,2,72,77
1233,2,72,77
1234,2,72,77
1235,2,72,77
1236,2,72,77
1237,2,72,77
1238,2,72,77
1239,2,72,77
1240,2,72,77
1241,2,72,77
1242,2,72,77
1243,2,72,77
1244,2,72,77
1245,2,73,78
1246,2,73,78
1247,2,73,78
1248,2,73,78
1249,2,73,78
1250,2,73,78
1251,2,73,78
1252,2,73,78
1253,2,74,79
1254,2,74,79
1255,2,74,79
1256,2,74,79
1257,2,74,79
1258,2,74,79
1259,2,74,79
1260,2,74,79
1261,2,74,79
1262,2,74,79
1263,2,75,80
1264,2,75,80
1265,2,75,80
1266,2,75,80
1267,2,75,80
1268,2,75,80
1269,2,75,80
1270,2,75,80
1271,2,75,80
1272,2,75,80
1273,2,76,81
1274,2,76,81
1275,2,76,81
1276,2,76,81
1277,2,76,81
1278,2,76,81
1279,2,76,81
1280,2,76,81
1281,2,77,82
1282,2,77,82
1283,2,77,82
1284,2,77,82
1285,2,77,82
1286,2,77,82
1287,2,77,82
1288,2,77,82
1289,2,77,82
1290,2,77,82
1291,2,78,83
1292,2,78,83
1293,2,78,83
1294,2,78,83
1295,2,78,83
1296,2,78,83
1297,2,78,83
1298,2,78,83
1299,2,78,83
1300,2,78,84
1301,2,78,84
1302,2,78,84
1303,2,78,84
1304,2,78,85
1305,2,78,85
1306,2,79,86
1307,2,79,86
1308,2,79,86
1309,2,79,86
1310,2,79,86
1311,2,79,86
1312,2,80,87
1313,2,80,87
1314,2,80,87
1315,2,80,87
1316,2,80,87
1317,2,80,87
1318,2,80,87
1319,2,81,88
1320,2,81,88
1321,2,81,88
1322,2,81,88
1323,2,81,88
1324,2,81,88
1325,2,81,88
1326,2,81,88
1327,2,81,88
1328,2,81,88
1329,2,81,88
1330,2,82,89
1331,2,82,89
1332,2,82,89
1333,2,82,89
1334,2,82,89
1335,2,82,89
1336,2,82,89
1337,2,82,89
1338,2,83,90
1339,2,83,90
1340,2,83,90
1341,2,83,90
1342,2,83,90
1343,2,83,90
1344,2,83,90
1345,2,84,91
1346,2,84,91
1347,2,84,91
1348,2,84,91
1349,2,84,91
1350,2,84,91
1351,2,84,91
1352,2,84,91
1353,2,85,92
1354,2,85,92
1355,2,85,92
1356,2,85,92
1357,2,85,92
1358,2,86,93
1359,2,86,93
1360,2,86,93
1361,2,86,93
1362,2,86,93
1363,2,86,93
1364,2,86,93
1365,2,86,93
1366,2,87,94
1367,2,87,94
1368,2,87,94
1369,2,87,94
1370,2,87,94
1371,2,87,94
1372,2,87,94
1373,2,88,95
1374,2,88,95
1375,2,88,95
1376,2,88,95
1377,2,88,95
1378,2,88,95
1379,2,88,95
1380,2,89,96
1381,2,89,96
1382,2,89,96
1383,2,89,96
1384,2,90,97
1385,2,90,97
1386,2,90,97
1387,2,90,97
1388,2,90,97
1389,2,90,97
1390,2,91,98
1391,2,91,98
1392,2,91,98
1393,2,91,98
1394,2,92,99
1395,2,92,99
1396,2,92,99
1397,2,92,99
1398,2,92,99
1399,2,93,100
1400,2,93,100
1401,2,93,100
1402,2,93,100
1403,2,94,101
1404,2,94,101
1405,2,94,101
1406,2,95,102
1407,2,95,102
1408,2,95,102
1409,2,96,103
1410,2,96,103
1411,2,97,104
1412,2,97,104
1413,2,98,105
1414,2,98,105
1415,2,99,106
1416,2,99,106
1417,3,100,107
1418,3,100,107
1419,3,100,107
1420,3,100,107
1421,3,100,107
1422,3,100,107
1423,3,100,107
1424,3,100,107
1425,3,100,107
1426,3,100,107
1427,3,100,107
1428,3,100,107
1429,3,100,107
1430,3,100,107
1431,3,100,107
1432,3,100,107
1433,3,100,107
1434,3,100,107
1435,3,100,107
1436,3,100,107
1437,3,100,107
1438,3,100,107
1439,3,100,107
1440,3,100,107
1441,3,100,107
1442,3,100,107
1443,3,100,107
1444,3,100,107
1445,3,100,107
1446,3,100,107
1447,3,100,107
1448,3,100,107
1449,3,100,107
1450,3,100,107
1451,3,101,108
1452,3,101,108
1453,3,101,108
1454,3,101,108
1455,3,101,108
1456,3,101,108
1457,3,101,108
1458,3,101,108
1459,3,101,108
1460,3,101,108
1461,3,101,108
1462,3,101,108
1463,3,101,108
1464,3,101,108
1465,3,101,108
1466,3,101,108
1467,3,101,108
1468,3,101,108
1469,3,101,108
1470,3,101,108
1471,3,101,108
1472,3,101,108
1473,3,101,108
1474,3,101,108
1475,3,101,108
1476,3,101,108
1477,3,101,108
1478,3,101,108
1479,3,101,108
1480,3,101,108
1481,3,101,108
1482,3,101,108
1483,3,101,108
1484,3,101,108
1485,3,101,108
1486,3,101,108
1487,3,101,108
1488,3,101,108
1489,3,101,108
1490,3,101,108
1491,3,101,108
1492,3,102,109
1493,3,102,109
1494,3,102,109
1495,3,102,109
1496,3,102,109
1497,3,102,109
1498,3,102,109
1499,3,102,109
1500,3,102,109
1501,3,102,109
1502,3,102,109
1503,3,102,109
1504,3,102,109
1505,3,102,109
1506,3,102,110
1507,3,102,110
1508,3,102,110
1509,3,102,110
1510,3,102,110
1511,3,102,111
1512,3,102,111
1513,3,102,111
1514,3,102,111
1515,3,103,112
1516,3,103,112
1517,3,103,112
1518,3,103,112
1519,3,103,112
1520,3,103,112
1521,3,103,112
1522,3,103,112
1523,3,103,112
1524,3,103,112
1525,3,103,112
1526,3,103,112
1527,3,103,112
1528,3,103,112
1529,3,103,112
1530,3,103,112
1531,3,104,113
1532,3,104,113
1533,3,104,113
1534,3,104,113
1535,3,104,113
1536,3,104,113
1537,3,104,113
1538,3,104,113
1539,3,104,113
1540,3,104,113
1541,3,104,113
1542,3,104,113
1543,3,104,113
1544,3,104,113
1545,3,104,113
1546,3,104,113
1547,3,104,113
1548,3,105,114
1549,3,105,114
1550,3,105,114
1551,3,105,114
1552,3,105,114
1553,3,105,114
1554,3,105,114
1555,3,105,114
1556,3,105,114
1557,3,105,114
1558,3,105,114
1559,3,105,114
1560,3,105,114
1561,3,106,115
1562,3,106,115
1563,3,106,115
1564,3,106,115
1565,3,106,115
1566,3,106,115
1567,3,106,115
1568,3,106,115
1569,3,106,115
1570,3,106,115
1571,3,106,115
1572,3,106,115
1573,3,106,115
1574,3,106,115
1575,3,107,116
1576,3,107,116
1577,3,107,116
1578,3,107,116
1579,3,107,116
1580,3,107,116
1581,3,107,116
1582,3,107,116
1583,3,107,116
1584,3,107,116
1585,3,107,116
1586,3,107,116
1587,3,107,116
1588,3,108,117
1589,3,108,117
1590,3,108,117
1591,3,108,117
1592,3,108,117
1593,3,108,117
1594,3,108,117
1595,3,108,117
1596,3,108,117
1597,3,108,117
1598,3,108,117
1599,3,108,117
1600,3,108,117
1601,3,109,118
1602,3,109,118
1603,3,109,118
1604,3,109,118
1605,3,109,118
1606,3,109,118
1607,3,109,118
1608,3,110,119
1609,3,110,119
1610,3,110,119
1611,3,110,119
1612,3,110,119
1613,3,110,119
1614,3,110,119
1615,3,110,119
1616,3,110,119
1617,3,110,119
1618,3,110,119
1619,3,110,119
1620,3,110,119
1621,3,110,119
1622,3,110,119
1623,3,111,120
1624,3,111,120
1625,3,111,120
1626,3,111,120
1627,3,111,120
1628,3,111,120
1629,3,111,120
1630,3,112,121
1631,3,112,121
1632,3,112,121
1633,3,112,121
1634,3,112,121
1635,3,112,121
1636,3,112,121
1637,3,113,122
1638,3,113,122
1639,3,113,122
1640,3,113,122
1641,3,113,122
1642,3,113,122
1643,3,113,122
1644,3,113,122
1645,3,113,122
1646,3,113,122
1647,3,114,123
1648,3,114,123
1649,3,114,123
1650,3,114,123
1651,3,114,123
1652,3,115,124
1653,3,115,124
1654,3,115,124
1655,3,115,124
1656,3,115,124
1657,3,115,124
1658,3,115,124
1659,3,115,124
1660,3,116,125
1661,3,116,125
1662,3,116,125
