"node_id","macro_comunidad","micro_comunidad","modulo_superior_detectado","final_module"
835,1,2,1,2
836,1,11,1,12
837,1,26,1,7
838,1,31,1,16
839,1,16,1,25
840,1,1,1,29
841,1,23,1,17
842,1,28,1,24
843,1,5,1,5
844,1,11,1,12
845,1,6,1,31
846,1,22,1,8
847,1,9,1,13
848,1,27,1,21
849,1,6,1,31
850,1,1,1,29
851,1,1,1,29
852,1,10,1,30
853,1,1,1,29
854,1,17,1,23
855,1,26,1,7
856,1,9,1,13
857,1,18,1,1
858,1,10,1,30
859,1,16,1,25
860,1,15,1,22
861,1,28,1,24
862,1,12,1,10
863,1,26,1,7
864,1,17,1,23
865,1,18,1,1
866,1,4,1,28
867,1,13,1,14
868,1,28,1,24
869,1,14,1,20
870,1,14,1,20
871,1,22,1,8
872,1,7,1,18
873,1,12,1,10
874,1,17,1,23
875,1,9,1,13
876,1,12,1,10
877,1,12,1,10
878,1,7,1,18
879,1,30,1,9
880,1,17,1,23
881,1,29,1,11
882,1,29,1,11
883,1,30,1,9
884,1,22,1,8
885,1,16,1,25
886,1,7,1,18
887,1,2,1,2
888,1,10,1,30
889,1,29,1,11
890,1,10,1,30
891,1,7,1,18
892,1,10,1,30
893,1,11,1,12
894,1,1,1,29
895,1,23,1,17
896,1,2,1,2
897,1,18,1,1
898,1,29,1,11
899,1,7,1,18
900,1,11,1,12
901,1,12,1,10
902,1,2,1,2
903,1,28,1,24
904,1,26,1,7
905,1,4,1,28
906,1,7,1,18
907,1,4,1,28
908,1,13,1,14
909,1,30,1,9
910,1,30,1,9
911,1,29,1,11
912,1,22,1,8
913,1,6,1,31
914,1,6,1,31
915,1,16,1,25
916,1,9,1,13
917,1,9,1,13
918,1,16,1,25
919,1,15,1,22
920,1,14,1,20
921,1,7,1,18
922,1,30,1,9
923,1,26,1,7
924,1,30,1,9
925,1,6,1,31
926,1,7,1,18
927,1,23,1,17
928,1,4,1,28
929,1,4,1,28
930,1,6,1,31
931,1,26,1,7
932,1,16,1,25
933,1,14,1,20
934,1,1,1,29
935,1,14,1,20
936,1,29,1,11
937,1,22,1,8
938,1,6,1,31
939,1,16,1,25
940,1,1,1,29
941,1,26,1,7
942,1,16,1,25
943,1,23,1,17
944,1,15,1,22
945,1,29,1,11
946,1,14,1,20
947,1,15,1,22
948,1,1,1,29
949,1,30,1,9
950,1,26,1,7
951,1,23,1,17
952,1,26,1,7
953,1,23,1,17
954,1,23,1,17
955,1,23,1,17
956,1,26,1,7
957,1,22,1,8
958,1,29,1,11
959,1,16,1,25
960,1,2,1,2
961,1,26,1,7
962,1,18,1,1
963,1,18,1,1
964,1,1,1,29
965,1,18,1,1
966,1,30,1,9
967,1,26,1,7
968,1,22,1,8
969,1,22,1,8
970,1,26,1,7
971,1,4,1,28
972,1,14,1,20
973,1,16,1,25
974,1,22,1,8
975,1,15,1,22
976,1,15,1,22
977,1,14,1,20
978,1,14,1,20
979,1,18,1,1
980,1,22,1,8
981,1,29,1,11
982,1,30,1,9
983,1,22,1,8
984,1,15,1,22
985,1,15,1,22
986,1,29,1,11
987,1,14,1,20
988,1,30,1,9
989,1,30,1,9
990,1,14,1,20
991,2,55,2,32
992,2,38,2,33
993,2,41,2,34
994,2,40,2,35
995,2,55,2,32
996,2,53,2,36
997,2,35,2,37
998,2,54,2,38
999,2,35,2,37
1000,2,48,2,39
1001,2,42,2,40
1002,2,50,2,41
1003,2,51,2,42
1004,2,49,2,43
1005,2,40,2,35
1006,2,46,2,44
1007,2,50,2,41
1008,2,53,2,36
1009,2,34,2,45
1010,2,42,2,40
1011,2,44,2,46
1012,2,49,2,43
1013,2,49,2,43
1014,2,35,2,37
1015,2,44,2,46
1016,2,40,2,35
1017,2,46,2,44
1018,2,46,2,44
1019,2,37,2,47
1020,2,39,2,48
1021,2,53,2,36
1022,2,44,2,46
1023,2,54,2,38
1024,2,40,2,35
1025,2,54,2,38
1026,2,34,2,45
1027,2,49,2,43
1028,2,53,2,36
1029,2,40,2,35
1030,2,42,2,40
1031,2,53,2,36
1032,2,51,2,42
1033,2,33,2,49
1034,2,51,2,42
1035,2,35,2,37
1036,2,56,2,50
1037,2,51,2,42
1038,2,50,2,41
1039,2,54,2,38
1040,2,51,2,42
1041,2,37,2,47
1042,2,46,2,44
1043,2,46,2,44
1044,2,50,2,41
1045,2,50,2,41
1046,2,44,2,46
1047,2,45,2,51
1048,2,53,2,36
1049,2,52,2,52
1050,2,43,2,53
1051,2,36,2,54
1052,2,45,2,51
1053,2,38,2,33
1054,2,48,2,39
1055,2,39,2,48
1056,2,38,2,33
1057,2,51,2,42
1058,2,32,2,55
1059,2,35,2,37
1060,2,40,2,35
1061,2,40,2,35
1062,2,45,2,51
1063,2,55,2,32
1064,2,53,2,36
1065,2,43,2,53
1066,2,34,2,45
1067,2,39,2,48
1068,2,32,2,55
1069,2,47,2,56
1070,2,38,2,33
1071,2,39,2,48
1072,2,39,2,48
1073,2,49,2,43
1074,2,45,2,51
1075,2,35,2,37
1076,2,50,2,41
1077,2,53,2,36
1078,2,51,2,42
1079,2,45,2,51
1080,2,42,2,40
1081,2,50,2,41
1082,2,52,2,52
1083,2,38,2,33
1084,2,43,2,53
1085,2,53,2,36
1086,2,44,2,46
1087,2,38,2,33
1088,2,44,2,46
1089,2,56,2,50
1090,2,33,2,49
1091,2,42,2,40
1092,2,32,2,55
1093,2,51,2,42
1094,2,53,2,36
1095,2,39,2,48
1096,2,53,2,36
1097,2,50,2,41
1098,2,36,2,54
1099,2,34,2,45
1100,2,51,2,42
1101,2,38,2,33
1102,2,37,2,47
1103,2,41,2,34
1104,2,41,2,34
1105,2,33,2,49
1106,2,34,2,45
1107,2,46,2,44
1108,2,41,2,34
1109,2,38,2,33
1110,2,41,2,34
1111,2,47,2,56
1112,2,56,2,50
1113,2,40,2,35
1114,2,44,2,46
1115,2,52,2,52
1116,2,53,2,36
1117,2,55,2,32
1118,2,48,2,39
1119,2,41,2,34
1120,2,35,2,37
1121,2,55,2,32
1122,2,53,2,36
1123,2,51,2,42
1124,2,36,2,54
1125,2,37,2,47
1126,2,34,2,45
1127,2,47,2,56
1128,2,33,2,49
1129,2,39,2,48
1130,2,52,2,52
1131,2,52,2,52
1132,2,35,2,37
1133,2,47,2,56
1134,2,36,2,54
1135,2,33,2,49
1136,2,34,2,45
1137,2,54,2,38
1138,2,41,2,34
1139,2,44,2,46
1140,2,45,2,51
1141,2,47,2,56
1142,2,45,2,51
1143,2,53,2,36
1144,2,45,2,51
1145,2,38,2,33
1146,2,49,2,43
1147,2,35,2,37
1148,2,34,2,45
1149,2,42,2,40
1150,2,41,2,34
1151,2,47,2,56
1152,2,49,2,43
1153,2,48,2,39
1154,2,33,2,49
1155,2,34,2,45
1156,2,51,2,42
1157,2,32,2,55
1158,2,52,2,52
1159,2,41,2,34
1160,2,35,2,37
1161,2,44,2,46
1162,2,37,2,47
1163,2,36,2,54
1164,2,33,2,49
1165,2,44,2,46
1166,2,32,2,55
1167,2,40,2,35
1168,2,41,2,34
1169,2,36,2,54
1170,2,37,2,47
1171,2,32,2,55
1172,2,54,2,38
1173,2,32,2,55
1174,2,55,2,32
1175,2,56,2,50
1176,2,50,2,41
1177,2,53,2,36
1178,2,47,2,56
1179,2,49,2,43
1180,2,32,2,55
1181,2,54,2,38
1182,2,39,2,48
1183,2,54,2,38
1184,2,55,2,32
1185,2,54,2,38
1186,2,41,2,34
1187,2,38,2,33
1188,2,33,2,49
1189,2,56,2,50
1190,2,49,2,43
1191,2,51,2,42
1192,2,39,2,48
1193,2,55,2,32
1194,2,40,2,35
1195,2,39,2,48
1196,2,49,2,43
1197,2,43,2,53
1198,2,35,2,37
1199,2,51,2,42
1200,2,40,2,35
1201,2,55,2,32
1202,2,46,2,44
1203,2,33,2,49
1204,2,37,2,47
1205,2,49,2,43
1206,2,48,2,39
1207,2,52,2,52
1208,2,32,2,55
1209,2,38,2,33
1210,2,41,2,34
1211,2,38,2,33
1212,2,52,2,52
1213,2,35,2,37
1214,2,42,2,40
1215,2,37,2,47
1216,2,50,2,41
1217,2,50,2,41
1218,2,38,2,33
1219,2,41,2,34
1220,2,43,2,53
1221,2,43,2,53
1222,2,45,2,51
1223,2,56,2,50
1224,2,37,2,47
1225,2,41,2,34
1226,2,38,2,33
1227,2,39,2,48
1228,2,50,2,41
1229,2,53,2,36
1230,2,39,2,48
1231,2,56,2,50
1232,2,42,2,40
1233,2,34,2,45
1234,2,56,2,50
1235,2,50,2,41
1236,2,37,2,47
1237,2,51,2,42
1238,2,48,2,39
1239,2,43,2,53
1240,2,37,2,47
1241,2,46,2,44
1242,2,45,2,51
1243,2,38,2,33
1244,2,37,2,47
1245,2,42,2,40
1246,2,50,2,41
1247,2,41,2,34
1248,2,48,2,39
1249,2,50,2,41
1250,2,50,2,41
1251,2,49,2,43
1252,2,39,2,48
1253,2,39,2,48
1254,2,34,2,45
1255,2,39,2,48
1256,2,45,2,51
1257,2,34,2,45
1258,2,45,2,51
1259,2,54,2,38
1260,2,49,2,43
1261,2,43,2,53
1262,2,42,2,40
1263,2,54,2,38
1264,2,35,2,37
1265,2,56,2,50
1266,2,38,2,33
1267,2,53,2,36
1268,2,43,2,53
1269,2,48,2,39
1270,2,53,2,36
1271,2,37,2,47
1272,2,56,2,50
1273,2,34,2,45
1274,2,53,2,36
1275,2,41,2,34
1276,2,53,2,36
1277,2,46,2,44
1278,2,43,2,53
1279,2,43,2,53
1280,2,33,2,49
1281,2,49,2,43
1282,2,50,2,41
1283,2,41,2,34
1284,2,44,2,46
1285,2,39,2,48
1286,2,51,2,42
1287,2,46,2,44
1288,2,39,2,48
1289,2,34,2,45
1290,2,38,2,33
1291,2,50,2,41
1292,2,52,2,52
1293,2,56,2,50
1294,2,41,2,34
1295,2,46,2,44
1296,2,56,2,50
1297,2,40,2,35
1298,2,50,2,41
1299,2,37,2,47
1300,2,46,2,44
1301,2,43,2,53
1302,2,54,2,38
1303,2,42,2,40
1304,2,49,2,43
1305,2,32,2,55
1306,2,48,2,39
1307,2,49,2,43
1308,2,38,2,33
1309,2,51,2,42
1310,2,41,2,34
1311,2,53,2,36
1312,2,38,2,33
1313,2,54,2,38
1314,2,48,2,39
1315,2,35,2,37
1316,2,51,2,42
1317,2,48,2,39
1318,2,44,2,46
1319,2,53,2,36
1320,2,35,2,37
1321,2,47,2,56
1322,2,53,2,36
1323,2,35,2,37
1324,2,45,2,51
1325,2,41,2,34
1326,2,50,2,41
1327,2,46,2,44
1328,2,49,2,43
1329,2,33,2,49
1330,2,34,2,45
1331,2,41,2,34
1332,2,35,2,37
1333,2,38,2,33
1334,2,53,2,36
1335,2,46,2,44
1336,2,41,2,34
1337,2,53,2,36
1338,2,33,2,49
1339,2,48,2,39
1340,2,42,2,40
1341,2,40,2,35
1342,2,36,2,54
1343,2,48,2,39
1344,2,48,2,39
1345,2,32,2,55
1346,2,50,2,41
1347,2,47,2,56
1348,2,36,2,54
1349,2,36,2,54
1350,2,45,2,51
1351,2,39,2,48
1352,2,47,2,56
1353,2,43,2,53
1354,2,51,2,42
1355,2,41,2,34
1356,2,51,2,42
