"node_id","top_modificado","final_modificado","top_oficial","final_oficial"
115,3,11,1,1
116,3,11,1,1
117,3,11,1,1
118,7,45,3,113
119,3,11,1,1
120,3,11,1,1
121,3,46,2,63
122,3,46,2,63
123,3,11,1,1
124,3,11,1,1
125,3,11,1,1
126,11,34,6,170
127,3,3,7,179
128,3,11,1,1
129,3,47,2,41
130,9,26,9,210
131,3,4,2,43
132,3,48,2,42
133,3,11,1,1
134,3,3,7,179
135,3,11,1,1
136,3,11,1,1
137,3,48,2,42
138,9,49,2,81
139,3,48,2,42
140,11,34,6,170
141,10,50,4,144
142,3,3,7,180
143,3,11,1,1
144,1,51,1,27
145,2,2,5,158
146,7,52,3,116
147,3,3,7,180
148,3,53,2,39
149,7,52,3,116
150,3,54,1,17
151,1,55,1,28
152,3,47,2,41
153,1,18,1,2
154,1,1,1,3
155,5,16,3,129
156,3,11,1,1
157,3,48,2,42
158,2,2,5,158
159,3,5,4,142
160,1,18,1,2
161,9,26,9,210
162,3,5,4,142
163,2,2,5,159
164,3,48,2,42
165,3,21,2,40
166,5,16,3,128
167,3,56,2,56
168,3,57,1,7
169,3,19,2,68
170,1,18,1,2
171,3,5,4,142
172,3,5,4,142
173,3,13,1,4
174,10,28,10,222
175,5,14,3,110
176,3,11,1,8
177,7,58,3,131
178,2,2,5,158
179,11,34,6,170
180,3,5,4,142
181,3,13,1,4
182,1,1,1,3
183,3,19,2,68
184,3,20,2,45
185,3,56,2,56
186,11,59,6,169
187,3,4,2,43
188,3,3,7,179
189,1,18,1,2
190,1,18,1,2
191,3,13,1,4
192,1,18,1,2
193,3,5,4,142
194,3,3,7,179
195,3,21,2,40
196,3,3,7,179
197,3,5,4,142
198,3,21,2,40
199,3,13,1,4
200,3,12,2,55
201,3,60,2,46
202,3,11,1,1
203,3,44,2,60
204,3,21,2,40
205,12,61,4,148
206,10,28,10,222
207,4,6,12,235
208,3,3,7,179
209,3,12,2,55
210,11,59,6,169
211,3,8,2,62
212,7,17,3,101
213,3,5,4,142
214,2,2,5,158
215,13,62,3,118
216,2,2,5,158
217,1,1,1,3
218,10,28,10,222
219,7,63,3,106
220,1,1,1,3
221,7,64,3,137
222,2,2,5,159
223,1,18,1,2
224,3,20,2,45
225,7,17,3,101
226,3,65,4,147
227,3,22,4,151
228,12,61,4,148
229,2,2,5,159
230,3,11,1,1
231,13,62,3,120
232,7,63,3,106
233,3,21,2,40
234,3,66,4,156
235,3,5,4,143
236,3,12,2,55
237,3,13,1,4
238,11,59,6,169
239,3,22,4,150
240,3,22,4,149
241,1,1,1,3
242,7,17,3,101
243,1,1,1,3
244,3,5,4,142
245,12,61,4,148
246,3,67,2,95
247,3,5,4,143
248,7,63,3,106
249,1,18,1,2
250,3,12,2,55
251,3,5,4,143
252,3,20,2,45
253,1,1,1,3
254,11,59,6,169
255,10,68,2,87
256,10,50,4,144
257,1,1,1,3
258,3,13,1,4
259,3,69,2,53
260,1,27,1,15
261,12,61,4,148
262,10,28,10,222
263,3,70,2,48
264,3,71,1,7
265,1,18,1,2
266,3,5,4,143
267,3,41,1,9
268,3,72,2,49
269,3,73,4,145
270,10,50,4,144
271,3,11,1,6
272,8,74,8,190
273,3,72,2,49
274,2,23,5,161
275,3,11,1,1
276,3,48,2,42
277,1,1,1,3
278,3,21,2,40
279,3,75,2,92
280,3,76,2,71
281,3,11,1,1
282,7,77,3,102
283,3,5,4,143
284,7,64,3,137
285,3,11,1,1
286,2,78,1,13
287,12,79,4,153
288,3,72,2,49
289,7,17,3,101
290,7,39,3,103
291,3,80,2,37
292,11,34,6,170
293,3,11,1,1
294,8,81,8,189
295,11,59,6,169
296,7,25,3,122
297,1,1,1,3
298,5,36,3,108
299,1,18,1,2
300,3,72,2,49
301,3,82,2,65
302,3,5,4,143
303,3,11,1,6
304,12,61,4,148
305,3,73,4,152
306,2,78,1,13
307,2,2,5,158
308,7,25,3,122
309,3,83,2,57
310,3,20,2,45
311,3,80,2,37
312,7,84,3,115
313,3,85,2,73
314,3,13,1,4
315,1,1,1,3
316,5,30,3,111
317,6,86,9,221
318,3,47,2,54
319,3,11,1,6
320,1,87,1,19
321,3,11,1,1
322,1,37,1,14
323,11,59,6,169
324,2,2,5,158
325,7,39,3,103
326,3,44,2,60
327,1,1,1,3
328,3,88,2,38
329,3,83,2,57
330,3,66,4,156
331,3,80,2,37
332,3,5,4,143
333,1,1,1,3
334,2,2,5,158
335,11,59,6,169
336,8,24,8,186
337,3,89,1,5
338,3,71,1,6
339,3,46,2,63
340,3,29,7,184
341,11,59,6,169
342,3,11,1,1
343,1,37,1,14
344,2,78,1,13
345,3,11,1,6
346,3,90,1,8
347,1,37,1,14
348,1,18,1,2
349,1,91,1,26
350,3,44,2,60
351,3,89,1,5
352,4,92,12,236
353,5,30,3,111
354,3,93,2,47
355,3,5,4,143
356,3,94,2,78
357,3,95,4,152
358,1,18,1,2
359,1,18,1,2
360,1,87,1,19
361,3,73,4,145
362,1,18,1,2
363,2,2,5,158
364,12,79,4,153
365,5,96,9,211
366,7,58,3,136
367,1,37,1,14
368,3,11,1,1
369,6,86,9,221
370,4,92,12,234
371,3,82,2,65
372,5,14,3,111
373,3,72,2,49
374,3,97,2,44
375,3,5,4,142
376,1,18,1,2
377,3,20,2,45
378,2,98,8,191
379,10,28,10,222
380,5,36,3,108
381,3,5,4,142
382,5,99,2,82
383,3,100,4,155
384,4,92,12,234
385,3,100,4,155
386,2,101,1,20
387,3,41,1,9
388,1,87,1,19
389,3,4,2,43
390,3,80,2,37
391,3,48,2,58
392,3,102,1,10
393,3,53,2,76
394,1,18,1,2
395,1,18,1,2
396,3,20,2,45
397,5,96,9,211
398,3,103,2,50
399,2,23,5,161
400,3,5,4,142
401,3,5,4,143
402,3,20,2,99
403,1,51,1,27
404,2,101,1,20
405,3,73,4,154
406,10,68,2,88
407,10,28,10,222
408,8,104,8,196
409,7,58,3,136
410,3,75,4,155
411,3,83,2,57
412,3,73,4,147
413,3,11,1,16
414,6,105,9,216
415,1,1,1,3
416,2,78,1,13
417,3,97,2,44
418,2,2,5,159
419,3,80,2,37
420,3,20,2,45
421,2,23,5,161
422,3,89,1,5
423,3,100,4,155
424,7,45,3,113
425,3,20,2,45
426,1,18,1,2
427,1,1,1,3
428,3,11,1,6
429,3,73,4,147
430,1,1,1,3
431,3,102,1,10
432,3,40,4,146
433,10,28,10,222
434,3,20,2,45
435,6,15,9,207
436,7,63,3,106
437,10,68,2,87
438,13,62,3,121
439,3,13,1,4
440,7,58,3,136
441,2,101,1,20
442,3,106,2,61
443,7,107,3,105
444,3,22,4,150
445,3,11,1,17
446,14,108,11,228
447,3,13,1,4
448,1,109,1,23
449,6,105,9,216
450,3,69,2,53
451,7,58,3,131
452,3,110,1,33
453,1,1,1,3
454,5,14,3,110
455,2,101,1,20
456,11,34,6,170
457,1,18,1,2
458,11,34,6,170
459,1,91,1,26
460,7,63,3,106
461,3,13,1,4
462,1,18,1,2
463,1,1,1,3
464,3,47,2,45
465,2,23,5,161
466,1,18,1,2
467,5,14,3,110
468,7,58,3,131
469,2,2,5,158
470,2,78,1,13
471,6,111,9,214
472,3,19,2,68
473,1,18,1,2
474,7,25,1,17
475,3,54,1,17
476,3,20,2,52
477,9,112,2,84
478,3,73,4,154
479,3,113,2,51
480,12,61,4,148
481,11,59,6,169
482,2,114,5,166
483,3,115,2,94
484,3,46,2,63
485,3,54,1,17
486,7,107,3,105
487,3,5,4,142
488,1,1,1,3
489,3,54,1,17
490,3,110,1,33
491,9,49,2,81
492,3,11,1,6
493,6,111,9,214
494,3,8,2,62
495,5,36,3,108
496,3,102,1,10
497,2,31,5,162
498,2,2,5,158
499,3,65,5,163
500,7,116,3,109
501,10,28,10,222
502,3,11,1,1
503,1,1,1,3
504,3,115,2,94
505,5,99,9,208
506,3,72,2,49
507,7,116,3,109
508,3,73,4,147
509,3,89,1,5
510,3,69,2,66
511,1,1,1,3
512,2,10,5,160
513,6,15,9,217
514,3,21,2,40
515,9,117,8,199
516,7,63,3,106
517,7,39,3,103
518,3,89,1,5
519,1,1,1,3
520,3,29,7,184
521,3,5,4,142
522,3,118,2,66
523,3,83,2,58
524,3,94,2,78
525,7,52,3,107
526,4,119,3,114
527,1,120,1,31
528,6,105,9,216
529,3,72,2,49
530,9,121,10,225
531,5,14,3,110
532,5,16,3,127
533,3,95,4,152
534,1,1,1,3
535,7,107,3,105
536,3,73,4,147
537,1,1,1,3
538,1,1,1,3
539,6,122,9,205
540,2,23,5,161
541,7,123,3,112
542,3,89,1,5
543,9,117,8,199
544,1,18,1,2
545,3,124,2,64
546,2,2,5,159
547,7,39,3,103
548,3,76,2,71
549,3,66,4,156
550,1,1,1,3
551,3,65,5,163
552,8,104,8,196
553,1,125,1,34
554,1,18,1,2
555,3,47,1,7
556,14,126,11,232
557,1,55,1,28
558,3,22,4,149
559,1,1,1,3
560,6,127,9,220
561,2,98,8,191
562,12,61,4,148
563,5,128,2,82
564,7,52,3,107
565,7,116,3,109
566,3,65,5,163
567,10,28,10,226
568,3,60,2,46
569,10,129,2,86
570,3,60,2,46
571,3,57,1,36
572,1,1,1,3
573,1,32,1,25
574,1,87,1,19
575,8,24,8,186
576,6,105,9,216
577,10,50,4,144
578,3,102,1,10
579,2,23,5,161
580,7,84,3,115
581,1,18,1,2
582,2,10,5,160
583,3,38,1,2
584,6,127,9,220
585,3,72,2,49
586,11,59,6,169
587,7,77,3,102
588,5,14,3,110
589,7,39,3,103
590,10,33,10,223
591,10,28,10,222
592,7,39,3,103
593,1,1,1,3
594,5,14,3,110
595,6,105,9,216
596,3,89,1,5
597,7,45,3,113
598,3,88,2,38
599,1,1,1,3
600,6,122,9,205
601,6,15,9,207
602,7,123,2,98
603,3,60,2,46
604,6,35,9,219
605,1,18,1,2
606,7,39,3,103
607,2,31,5,162
608,2,31,5,162
609,11,34,6,170
610,3,5,4,143
611,1,18,1,2
612,7,130,3,117
613,3,131,2,47
614,1,32,1,25
615,5,30,3,111
616,1,1,1,3
617,1,1,1,3
618,3,11,1,1
619,5,14,3,110
620,7,39,3,103
621,6,15,9,207
622,11,59,6,169
623,14,132,11,227
624,8,133,8,200
625,7,134,3,124
626,3,135,2,90
627,3,106,2,61
628,3,46,2,63
629,6,122,3,107
630,9,136,2,83
631,11,137,6,172
632,14,108,11,229
633,8,133,8,200
634,3,11,1,1
635,3,11,1,1
636,7,58,3,117
637,3,11,1,1
638,3,11,1,1
639,3,11,1,1
640,3,11,1,1
641,3,11,1,1
642,3,11,1,1
643,3,11,1,1
644,3,11,1,1
645,3,11,1,1
646,7,77,3,104
647,3,11,1,1
648,3,11,1,1
649,3,11,1,1
650,3,11,1,1
651,3,11,1,1
652,3,11,1,1
653,3,11,1,1
654,3,11,1,1
655,3,11,1,1
656,3,11,1,1
657,3,11,1,1
658,3,11,1,1
659,3,11,1,1
660,3,11,1,1
661,3,11,1,1
662,3,69,2,53
663,7,64,3,137
664,3,11,1,1
665,3,11,1,1
666,3,11,1,1
667,7,134,3,124
668,13,138,3,119
669,3,66,4,156
670,3,11,1,1
671,3,11,1,1
672,3,11,1,1
673,3,90,1,8
674,3,11,1,1
675,3,11,1,1
676,3,139,2,52
677,3,11,1,1
678,4,6,12,235
679,3,11,1,1
680,3,60,2,46
681,14,132,11,227
682,3,11,1,1
683,3,11,1,1
684,3,60,2,51
685,9,26,9,210
686,3,11,1,1
687,14,132,11,227
688,3,4,2,43
689,3,11,1,1
690,3,70,2,48
691,3,46,2,63
692,3,3,7,179
693,8,140,8,193
694,2,98,8,191
695,11,137,6,172
696,3,11,1,1
697,3,11,1,1
698,3,141,2,59
699,3,3,7,179
700,9,43,8,187
701,3,11,1,1
702,3,141,2,59
703,3,47,2,41
704,3,56,2,56
705,3,48,2,42
706,3,48,2,42
707,3,48,2,42
708,3,3,7,179
709,3,48,2,42
710,11,142,6,173
711,3,94,2,78
712,3,11,1,1
713,9,136,1,30
714,3,102,1,10
715,3,3,7,179
716,3,143,1,35
717,3,3,7,179
718,3,48,2,42
719,3,80,2,37
720,11,144,6,177
721,3,83,2,57
722,3,135,2,90
723,3,70,2,48
724,3,70,2,48
725,3,60,2,46
726,3,48,2,42
727,3,11,1,1
728,3,47,2,41
729,9,121,10,224
730,3,71,1,7
731,3,4,2,43
732,3,48,2,42
733,7,64,3,137
734,3,53,2,39
735,3,53,2,39
736,3,56,2,56
737,9,145,8,201
738,3,38,2,52
739,9,112,2,84
740,3,53,2,39
741,3,60,2,46
742,5,99,2,82
743,9,146,8,198
744,3,82,2,65
745,3,53,2,39
746,10,28,10,222
747,3,72,2,49
748,3,103,2,50
749,3,75,2,92
750,3,60,2,46
751,10,28,10,222
752,3,47,2,41
753,11,147,6,178
754,3,70,2,48
755,3,21,2,40
756,3,103,2,50
757,8,140,8,193
758,3,60,2,46
759,3,3,7,180
760,3,47,2,41
761,3,3,7,180
762,9,148,8,187
763,3,149,2,97
764,2,2,5,158
765,3,3,7,179
766,3,72,2,49
767,3,3,7,179
768,3,8,2,62
769,3,150,2,69
770,3,60,2,46
771,3,93,2,47
772,10,28,10,222
773,3,72,2,49
774,3,3,7,179
775,3,93,2,47
776,10,28,10,222
777,3,72,2,49
778,3,72,2,49
779,10,28,10,222
780,3,103,2,50
781,3,11,1,1
782,3,56,2,56
783,3,135,2,90
784,3,11,1,1
785,1,27,1,15
786,1,1,1,3
787,3,82,2,65
788,3,124,2,53
789,3,88,2,38
790,3,11,1,1
791,3,11,1,1
792,2,2,5,158
793,6,151,8,195
794,3,11,1,1
795,5,16,3,128
796,3,102,1,10
797,9,49,2,81
798,3,89,1,5
799,3,11,1,1
800,3,60,2,46
801,3,88,2,38
802,2,2,5,158
803,3,152,1,12
804,7,45,3,113
805,3,41,1,9
806,9,117,8,199
807,3,93,2,47
808,11,153,6,176
809,6,151,8,195
810,3,3,7,179
811,3,60,2,46
812,11,153,6,176
813,11,142,6,173
814,10,28,10,222
815,7,77,3,102
816,3,48,2,42
817,2,98,8,191
818,9,43,8,187
819,3,90,1,8
820,3,82,2,65
821,10,28,10,222
822,11,154,6,175
823,3,152,1,12
824,3,3,7,182
825,3,155,2,74
826,3,71,1,7
827,3,54,1,17
828,9,148,8,187
829,3,118,7,180
830,3,155,2,74
831,3,85,2,73
832,3,124,2,64
833,3,88,2,38
834,6,127,9,220
835,3,11,1,1
836,7,77,3,102
837,3,80,2,37
838,3,53,2,39
839,9,146,8,198
840,3,8,2,62
841,9,43,8,202
842,3,11,1,1
843,9,156,9,218
844,3,60,2,46
845,9,148,8,187
846,8,140,8,193
847,1,27,1,15
848,3,157,2,85
849,3,4,2,43
850,2,2,5,158
851,3,158,2,96
852,3,44,2,60
853,3,113,2,51
854,3,8,2,62
855,3,8,2,62
856,9,159,9,206
857,3,113,2,51
858,3,56,2,56
859,3,21,2,40
860,3,3,7,179
861,3,22,4,149
862,3,3,7,179
863,3,60,2,46
864,3,160,2,100
865,3,48,2,58
866,3,11,1,1
867,3,41,1,9
868,3,80,2,37
869,3,11,1,1
870,3,46,2,63
871,10,50,4,144
872,3,11,1,1
873,3,53,2,39
874,3,47,2,54
875,3,60,2,46
876,3,88,2,38
877,3,11,1,1
878,3,47,2,41
879,3,80,2,37
880,3,47,2,54
881,3,41,1,9
882,8,161,8,192
883,13,162,3,140
884,11,142,6,174
885,3,11,1,1
886,3,21,2,40
887,3,3,7,179
888,3,47,2,54
889,3,53,2,39
890,3,11,1,16
891,3,53,2,39
892,3,131,2,47
893,9,43,8,202
894,3,106,2,61
895,3,80,2,37
896,3,60,2,46
897,3,124,2,64
898,3,70,2,58
899,3,22,4,149
900,3,80,2,37
901,3,72,2,49
902,3,88,2,38
903,3,11,1,1
904,9,112,2,84
905,11,34,6,170
906,2,2,5,159
907,9,146,8,198
908,3,47,2,41
909,3,83,2,57
910,3,53,2,39
911,1,37,1,14
912,2,2,5,158
913,3,22,4,149
914,3,124,2,64
915,3,11,1,1
916,3,22,4,149
917,2,10,5,165
918,3,48,2,58
919,7,77,3,102
920,3,11,1,1
921,3,72,2,49
922,3,80,2,37
923,3,21,2,40
924,3,48,2,42
925,14,108,11,228
926,3,11,1,1
927,3,11,1,1
928,3,20,2,45
929,3,155,2,74
930,3,11,1,1
931,9,148,8,197
932,3,131,2,47
933,3,21,2,40
934,3,163,2,93
935,3,80,2,37
936,9,148,8,197
937,3,88,2,38
938,3,113,2,51
939,9,26,9,210
940,3,21,2,40
941,3,11,1,1
942,3,60,2,46
943,3,163,2,93
944,7,164,3,141
945,3,60,2,46
946,3,90,1,8
947,9,148,8,187
948,14,132,11,227
949,3,40,4,146
950,1,1,1,3
951,2,2,5,159
952,3,163,2,93
953,8,161,8,192
954,3,11,1,1
955,8,161,8,192
956,3,83,2,57
957,2,2,5,159
958,3,88,2,38
959,3,21,2,40
960,3,75,2,92
961,3,90,1,8
962,3,155,2,74
963,14,132,11,230
964,3,11,1,1
965,3,70,2,48
966,9,165,8,194
967,3,90,1,8
968,8,161,8,192
969,3,88,2,38
970,3,80,2,37
971,3,82,2,65
972,1,18,1,2
973,5,128,2,82
974,1,166,1,11
975,3,60,2,46
976,9,146,8,198
977,3,80,2,37
978,3,167,1,24
979,2,168,5,167
980,3,11,1,1
981,11,142,6,174
982,3,82,2,65
983,10,50,4,157
984,3,70,2,48
985,3,97,2,44
986,9,169,8,203
987,2,2,5,158
988,3,4,2,43
989,3,66,4,156
990,3,170,2,89
991,3,60,2,46
992,3,38,2,38
993,7,171,3,123
994,1,18,1,2
995,3,103,2,50
996,3,44,2,60
997,3,90,1,8
998,3,113,2,51
999,12,79,4,153
1000,3,71,1,7
1001,3,102,1,10
1002,3,44,2,60
1003,3,172,2,41
1004,2,2,5,159
1005,3,173,2,91
1006,8,24,8,186
1007,3,47,2,54
1008,3,174,7,181
1009,3,69,2,53
1010,3,11,1,1
1011,3,103,2,50
1012,4,119,3,114
1013,3,60,2,46
1014,4,119,3,114
1015,7,58,3,117
1016,3,170,2,89
1017,1,1,1,3
1018,14,108,11,231
1019,9,146,8,198
1020,3,172,2,41
1021,9,112,2,84
1022,3,103,2,50
1023,3,71,1,7
1024,3,76,2,71
1025,3,103,2,50
1026,3,103,2,50
1027,3,88,2,44
1028,3,44,2,60
1029,11,154,6,175
1030,9,148,8,197
1031,8,161,8,192
1032,4,119,3,114
1033,3,12,2,55
1034,3,152,1,12
1035,3,47,2,41
1036,3,13,1,4
1037,3,170,2,89
1038,7,77,3,102
1039,1,166,1,11
1040,7,77,3,102
1041,3,4,2,43
1042,3,124,2,53
1043,3,11,1,1
1044,3,47,2,45
1045,11,59,6,169
1046,3,131,1,18
1047,3,80,2,37
1048,3,11,1,1
1049,3,71,1,7
1050,3,102,1,10
1051,3,56,2,54
1052,6,122,9,205
1053,10,28,10,222
1054,3,88,2,38
1055,3,103,2,50
1056,3,11,1,1
1057,9,121,10,225
1058,11,59,6,169
1059,3,102,1,10
1060,2,2,5,158
1061,3,80,2,37
1062,3,173,2,91
1063,10,50,4,144
1064,1,166,1,11
1065,3,80,2,37
1066,9,112,2,84
1067,3,113,2,51
1068,3,113,2,51
1069,9,156,9,218
1070,9,121,10,225
1071,3,94,2,78
1072,11,59,6,169
1073,11,59,6,169
1074,11,34,6,170
1075,2,2,5,159
1076,2,10,5,160
1077,3,38,2,38
1078,4,119,3,114
1079,3,60,2,46
1080,3,47,2,41
1081,3,113,2,51
1082,3,13,1,4
1083,2,2,5,158
1084,9,145,8,201
1085,3,73,4,145
1086,6,122,9,205
1087,3,103,2,50
1088,2,2,5,158
1089,3,80,2,37
1090,3,47,2,41
1091,11,142,6,173
1092,3,118,2,39
1093,3,175,2,70
1094,3,72,2,49
1095,3,4,2,43
1096,5,96,9,213
1097,11,59,6,169
1098,6,151,8,195
1099,3,60,2,46
1100,3,21,2,40
1101,9,43,8,202
1102,6,151,8,195
1103,3,176,2,62
1104,6,111,9,214
1105,7,52,3,116
1106,3,141,2,59
1107,3,113,2,51
1108,3,73,4,145
1109,3,38,2,52
1110,3,80,2,37
1111,1,1,1,3
1112,7,177,3,130
1113,3,175,2,70
1114,3,60,2,46
1115,3,11,1,6
1116,9,121,10,224
1117,3,8,2,62
1118,4,119,3,114
1119,3,141,2,59
1120,2,2,5,158
1121,3,13,1,4
1122,3,4,2,43
1123,3,48,2,42
1124,2,2,5,159
1125,10,28,10,222
1126,14,132,11,230
1127,11,59,6,169
1128,2,2,5,158
1129,2,2,5,158
1130,8,161,8,192
1131,3,11,1,1
1132,2,2,5,158
1133,3,47,1,7
1134,3,4,2,43
1135,3,60,2,46
1136,3,141,2,59
1137,3,71,1,7
1138,3,172,2,47
1139,3,44,2,60
1140,3,178,2,79
1141,1,166,1,11
1142,11,59,6,169
1143,3,48,2,42
1144,1,109,1,23
1145,3,60,2,46
1146,3,179,2,67
1147,3,124,2,64
1148,5,16,3,128
1149,3,80,2,37
1150,3,13,1,4
1151,3,118,2,39
1152,8,24,8,186
1153,3,12,2,55
1154,3,21,2,40
1155,3,53,2,39
1156,3,20,2,45
1157,3,53,2,76
1158,9,43,8,187
1159,7,77,2,46
1160,3,72,2,49
1161,10,50,4,144
1162,5,16,3,128
1163,11,144,6,177
1164,1,166,1,11
1165,3,102,1,10
1166,3,11,1,1
1167,11,34,6,170
1168,14,126,11,232
1169,3,70,2,48
1170,3,103,2,50
1171,1,1,1,3
1172,3,71,1,7
1173,3,71,1,7
1174,7,84,3,134
1175,3,103,2,50
1176,2,2,5,158
1177,1,166,1,11
1178,9,121,10,224
1179,3,21,2,40
1180,3,83,2,57
1181,3,71,1,7
1182,3,11,1,1
1183,3,21,2,40
1184,3,75,2,92
1185,3,5,4,143
1186,3,141,2,59
1187,3,70,2,48
1188,10,50,4,144
1189,3,141,2,59
1190,11,59,6,169
1191,3,21,2,40
1192,3,102,1,10
1193,3,11,1,1
1194,10,180,7,185
1195,2,2,5,158
1196,11,34,6,170
1197,3,4,2,43
1198,3,53,2,43
1199,3,42,2,77
1200,3,141,2,59
1201,3,47,2,54
1202,9,148,8,187
1203,3,11,1,1
1204,3,60,2,46
1205,7,58,3,117
1206,10,50,4,144
1207,3,102,1,10
1208,3,44,2,60
1209,3,46,2,63
1210,3,11,1,1
1211,10,28,10,222
1212,3,141,2,59
1213,7,39,1,8
1214,2,181,5,168
1215,13,138,3,119
1216,3,182,1,22
1217,3,94,2,78
1218,3,3,7,180
1219,3,38,2,52
1220,3,152,1,12
1221,3,11,1,6
1222,3,118,7,180
1223,2,2,5,158
1224,1,1,1,3
1225,11,59,6,169
1226,3,179,2,67
1227,3,4,2,43
1228,2,2,5,159
1229,3,11,1,1
1230,3,13,1,4
1231,3,93,2,47
1232,3,85,2,73
1233,3,80,2,37
1234,3,89,1,5
1235,3,97,2,44
1236,14,132,11,227
1237,4,119,3,114
1238,3,150,2,69
1239,11,153,6,176
1240,3,183,2,72
1241,10,50,4,144
1242,3,69,2,53
1243,3,118,2,39
1244,3,88,2,38
1245,3,93,2,47
1246,3,124,2,53
1247,1,18,1,2
1248,3,70,2,48
1249,3,124,2,64
1250,3,3,7,180
1251,3,70,8,204
1252,3,38,2,52
1253,3,41,1,9
1254,10,180,4,144
1255,3,150,2,69
1256,9,49,2,81
1257,3,150,2,69
1258,3,176,2,62
1259,3,4,2,43
1260,6,127,9,220
1261,7,63,3,106
1262,3,11,1,16
1263,5,184,3,139
1264,3,106,2,61
1265,3,89,1,5
1266,2,2,5,158
1267,9,121,10,225
1268,1,18,1,2
1269,3,176,2,62
1270,3,47,2,41
1271,3,70,2,48
1272,3,71,1,7
1273,1,87,1,19
1274,7,58,3,117
1275,3,152,1,12
1276,3,93,2,47
1277,12,61,4,148
1278,3,176,2,62
1279,2,78,1,13
1280,9,136,2,83
1281,10,180,1,16
1282,3,152,1,12
1283,3,89,1,5
1284,3,3,7,179
1285,3,11,1,1
1286,3,88,2,38
1287,3,69,2,53
1288,3,80,2,37
1289,9,112,2,84
1290,3,42,2,77
1291,3,60,2,46
1292,3,118,7,180
1293,11,59,6,169
1294,3,97,2,44
1295,3,60,2,46
1296,2,10,5,160
1297,3,182,1,22
1298,3,20,2,45
1299,3,60,2,46
1300,3,97,2,44
1301,3,11,1,16
1302,7,134,3,124
1303,3,48,2,42
1304,11,153,6,176
1305,10,28,10,222
1306,3,69,2,53
1307,3,80,2,37
1308,1,166,1,11
1309,3,80,2,37
1310,12,79,4,153
1311,11,59,6,171
1312,3,175,2,70
1313,3,88,2,38
1314,4,119,3,114
1315,3,174,7,181
1316,11,59,6,169
1317,3,141,2,59
1318,9,165,8,194
1319,3,42,2,77
1320,7,77,3,107
1321,11,59,6,169
1322,1,18,1,2
1323,3,89,1,5
1324,3,41,1,9
1325,3,20,2,45
1326,3,11,1,16
1327,7,63,3,106
1328,3,175,2,70
1329,3,118,2,39
1330,3,73,4,145
1331,3,21,2,40
1332,9,165,8,194
1333,9,43,8,188
1334,3,102,1,10
1335,3,150,2,69
1336,3,152,1,12
1337,3,4,2,43
1338,3,179,2,67
1339,8,104,8,196
1340,3,80,2,38
1341,2,2,5,158
1342,3,4,2,43
1343,3,176,2,62
1344,3,11,1,6
1345,11,137,6,172
1346,3,88,2,38
1347,8,140,8,193
1348,7,63,3,106
1349,3,106,2,61
1350,3,38,2,53
1351,3,88,2,38
1352,7,52,3,107
1353,9,156,9,218
1354,3,4,2,43
1355,1,166,1,11
1356,3,69,2,53
1357,2,78,1,13
1358,3,175,2,70
