"node_id","top_modificado","final_modificado","top_oficial","final_oficial"
115,3,11,1,1
116,3,11,1,1
117,3,11,1,1
118,7,47,4,130
119,3,11,1,1
120,3,11,1,1
121,3,48,2,59
122,3,48,2,59
123,3,11,1,1
124,3,11,1,1
125,3,11,1,1
126,11,36,6,161
127,3,3,8,193
128,3,11,1,1
129,3,49,2,37
130,9,28,11,221
131,3,4,2,41
132,3,50,2,34
133,3,11,1,1
134,3,3,8,193
135,3,11,1,1
136,3,11,1,1
137,3,50,2,34
138,10,51,3,108
139,3,50,2,34
140,11,36,6,161
141,12,52,5,153
142,3,3,8,194
143,3,11,1,1
144,1,53,1,23
145,2,2,3,94
146,7,54,4,124
147,3,3,8,194
148,3,49,2,36
149,7,54,4,124
150,3,55,1,15
151,1,56,1,25
152,3,49,2,37
153,1,19,1,2
154,1,1,1,3
155,5,16,7,187
156,3,11,1,1
157,3,50,2,34
158,2,2,3,94
159,3,5,5,150
160,1,19,1,2
161,9,28,11,221
162,3,5,5,150
163,2,2,3,95
164,3,50,2,34
165,3,23,2,35
166,5,16,7,187
167,3,57,2,51
168,3,58,1,7
169,3,59,2,38
170,1,19,1,2
171,3,5,5,150
172,3,5,5,150
173,3,13,1,4
174,10,30,9,200
175,5,14,7,172
176,3,11,1,8
177,7,60,4,140
178,2,2,3,94
179,11,36,6,161
180,3,5,5,150
181,3,13,1,4
182,1,1,1,3
183,3,59,2,38
184,3,22,2,40
185,3,57,2,51
186,11,61,6,160
187,3,4,2,41
188,3,3,8,193
189,1,19,1,2
190,1,19,1,2
191,3,13,1,4
192,1,19,1,2
193,3,5,5,150
194,3,3,8,193
195,3,23,2,35
196,3,3,8,193
197,3,5,5,150
198,3,23,2,35
199,3,13,1,4
200,3,12,3,98
201,3,62,3,97
202,3,11,1,1
203,3,46,2,57
204,3,23,2,35
205,13,63,5,154
206,10,30,9,200
207,4,6,13,240
208,3,3,8,193
209,3,12,3,98
210,11,61,6,160
211,3,8,2,68
212,7,18,4,122
213,3,5,5,150
214,2,2,3,94
215,14,64,4,134
216,2,2,3,94
217,1,1,1,3
218,10,30,9,200
219,7,65,4,127
220,1,1,1,3
221,7,66,4,143
222,2,2,3,95
223,1,19,1,2
224,3,22,2,40
225,7,18,4,122
226,2,67,3,105
227,2,24,3,104
228,13,63,5,154
229,2,2,3,95
230,3,11,1,1
231,14,64,4,136
232,7,65,4,127
233,3,23,2,35
234,3,68,5,157
235,3,5,5,151
236,3,12,3,98
237,3,13,1,4
238,11,61,6,160
239,2,24,3,103
240,2,24,3,102
241,1,1,1,3
242,7,18,4,122
243,1,1,1,3
244,3,5,5,150
245,13,63,5,154
246,3,69,2,90
247,3,5,5,151
248,7,65,4,127
249,1,19,1,2
250,3,12,3,98
251,3,5,5,151
252,3,22,2,40
253,1,1,1,3
254,11,61,6,160
255,12,70,2,82
256,12,52,5,153
257,1,1,1,3
258,3,13,1,4
259,3,71,2,55
260,1,29,1,12
261,13,63,5,154
262,10,30,9,203
263,3,49,2,39
264,3,72,1,7
265,1,19,1,2
266,3,5,5,151
267,3,43,1,9
268,3,73,2,43
269,3,74,5,152
270,12,52,5,153
271,3,17,1,6
272,8,75,10,214
273,3,73,2,43
274,2,25,3,100
275,3,11,1,1
276,3,50,2,34
277,1,1,1,3
278,3,23,2,35
279,3,76,3,113
280,3,77,2,66
281,3,11,1,1
282,7,78,4,121
283,3,5,5,151
284,7,66,4,143
285,3,11,1,1
286,2,79,3,101
287,13,80,5,156
288,3,73,2,43
289,7,18,4,122
290,7,41,4,123
291,3,49,2,32
292,11,36,6,161
293,3,11,1,1
294,8,81,10,207
295,11,61,6,160
296,7,27,4,138
297,1,1,1,3
298,5,38,7,171
299,1,19,1,2
300,3,73,2,43
301,3,82,2,62
302,3,5,5,151
303,3,17,1,6
304,13,63,5,154
305,3,74,5,152
306,2,79,3,101
307,2,2,3,94
308,7,27,4,138
309,3,83,2,50
310,3,22,2,40
311,3,49,2,32
312,7,84,4,132
313,3,85,2,48
314,3,13,1,4
315,1,1,1,3
316,5,32,7,173
317,6,86,7,192
318,3,87,2,49
319,3,17,1,6
320,1,88,1,16
321,3,11,1,1
322,1,39,1,13
323,11,61,6,160
324,2,2,3,94
325,7,41,4,123
326,3,46,2,57
327,1,1,1,3
328,3,89,2,33
329,3,83,2,50
330,3,68,5,157
331,3,49,2,32
332,3,5,5,151
333,1,1,1,3
334,2,2,3,94
335,11,61,6,160
336,8,26,10,206
337,3,90,1,5
338,3,72,1,6
339,3,48,2,59
340,3,31,8,198
341,11,61,6,160
342,3,11,1,1
343,1,39,1,13
344,2,79,3,101
345,3,17,1,6
346,3,91,1,8
347,1,39,1,13
348,1,19,1,2
349,1,92,1,21
350,3,46,2,57
351,3,90,1,5
352,4,93,13,242
353,5,32,7,173
354,3,94,2,38
355,3,5,5,151
356,3,95,2,75
357,3,96,5,158
358,1,19,1,2
359,1,19,1,2
360,1,88,1,16
361,3,74,5,152
362,1,19,1,2
363,2,2,3,94
364,13,80,5,156
365,5,97,7,176
366,7,60,4,142
367,1,39,1,13
368,3,11,1,1
369,6,86,7,192
370,4,93,13,239
371,3,82,2,62
372,5,14,7,173
373,3,73,2,43
374,3,98,2,45
375,3,5,5,150
376,1,19,1,2
377,3,22,2,40
378,2,99,10,208
379,10,30,9,200
380,5,38,7,171
381,3,5,5,150
382,5,100,7,179
383,3,101,1,17
384,4,93,13,239
385,3,101,1,17
386,2,102,3,112
387,3,43,1,9
388,1,88,1,16
389,3,4,2,41
390,3,49,2,32
391,3,103,2,34
392,3,104,1,10
393,3,49,2,36
394,1,19,1,2
395,1,19,1,2
396,3,22,2,40
397,5,97,7,176
398,3,105,2,42
399,2,25,3,100
400,3,5,5,150
401,3,5,5,151
402,3,22,2,91
403,1,53,1,23
404,2,102,3,112
405,3,74,5,152
406,12,70,2,83
407,10,30,9,200
408,8,106,10,212
409,7,60,4,142
410,3,76,1,17
411,3,83,2,50
412,3,74,5,155
413,3,107,1,14
414,6,108,7,183
415,1,1,1,3
416,2,79,3,101
417,3,98,2,45
418,2,2,3,95
419,3,49,2,32
420,3,22,2,40
421,2,25,3,100
422,3,90,1,5
423,3,101,1,17
424,7,47,4,130
425,3,22,2,40
426,1,19,1,2
427,1,1,1,3
428,3,17,1,6
429,3,74,5,155
430,1,1,1,3
431,3,87,1,10
432,3,42,2,60
433,10,30,9,200
434,3,22,2,40
435,6,15,7,174
436,7,65,4,127
437,12,70,2,82
438,14,64,4,137
439,3,13,1,4
440,7,60,4,142
441,2,102,3,112
442,3,109,2,58
443,7,110,4,126
444,2,24,3,103
445,3,55,1,15
446,15,111,12,233
447,3,13,1,4
448,1,112,2,84
449,6,108,7,189
450,3,71,2,55
451,7,60,4,140
452,3,113,1,30
453,1,1,1,3
454,5,14,7,172
455,2,102,3,112
456,11,36,6,161
457,1,19,1,2
458,11,36,6,161
459,1,92,1,21
460,7,65,4,127
461,3,13,1,4
462,1,19,1,2
463,1,1,1,3
464,3,49,2,40
465,2,25,3,100
466,1,19,1,2
467,5,14,7,172
468,7,60,4,140
469,2,2,3,94
470,2,79,3,101
471,6,114,7,175
472,3,20,1,1
473,1,19,1,2
474,7,27,1,15
475,3,55,1,15
476,3,22,2,48
477,10,115,3,109
478,3,74,5,152
479,3,116,2,44
480,13,63,5,154
481,11,61,6,160
482,2,117,3,118
483,3,118,2,89
484,3,48,2,59
485,3,55,1,15
486,7,110,4,126
487,3,5,5,150
488,1,1,1,3
489,3,55,1,15
490,3,113,1,30
491,10,51,3,108
492,3,17,1,6
493,6,114,7,175
494,3,8,2,68
495,5,38,7,171
496,3,104,1,10
497,2,33,3,106
498,2,2,3,94
499,2,67,3,105
500,7,119,4,129
501,10,30,9,200
502,3,11,1,1
503,1,1,1,3
504,3,118,2,89
505,5,7,7,179
506,3,73,2,43
507,7,119,4,129
508,3,74,5,155
509,3,90,1,5
510,3,120,2,55
511,1,1,1,3
512,2,10,3,99
513,6,15,7,182
514,3,23,2,35
515,9,121,2,87
516,7,65,4,127
517,7,41,4,123
518,3,90,1,5
519,1,1,1,3
520,3,31,8,198
521,3,5,5,150
522,3,120,2,52
523,3,103,2,50
524,3,95,2,75
525,7,122,4,124
526,7,123,4,131
527,1,124,1,26
528,6,108,7,183
529,3,73,2,43
530,10,125,9,204
531,5,14,7,172
532,5,16,7,184
533,3,96,5,158
534,1,1,1,3
535,7,110,4,126
536,3,3,5,155
537,1,1,1,3
538,1,1,1,3
539,6,126,7,170
540,2,25,3,100
541,7,127,4,128
542,3,90,1,5
543,9,121,2,87
544,1,19,1,2
545,3,128,2,61
546,2,2,3,95
547,7,41,4,123
548,3,77,2,66
549,3,68,5,157
550,1,1,1,3
551,2,67,3,105
552,8,106,10,212
553,1,129,1,31
554,1,19,1,2
555,3,72,1,7
556,15,130,12,237
557,1,56,1,25
558,2,24,3,102
559,1,1,1,3
560,6,131,7,183
561,2,99,10,208
562,13,63,5,154
563,5,132,3,110
564,7,122,4,124
565,7,119,4,145
566,2,67,3,105
567,10,30,9,205
568,3,62,3,97
569,12,133,2,81
570,3,62,3,97
571,3,58,1,29
572,1,1,1,3
573,1,34,1,22
574,1,88,1,16
575,8,26,10,206
576,6,108,7,189
577,12,52,5,153
578,3,104,1,10
579,2,25,3,100
580,7,84,4,132
581,1,19,1,2
582,2,10,3,99
583,3,40,1,2
584,6,131,7,183
585,3,73,2,43
586,11,61,6,160
587,7,78,4,121
588,5,14,7,172
589,7,41,4,123
590,10,35,9,201
591,10,30,9,200
592,7,41,4,123
593,1,1,1,3
594,5,14,7,172
595,6,108,7,189
596,3,90,1,5
597,7,47,4,130
598,3,89,2,33
599,1,1,1,3
600,6,126,7,170
601,6,15,7,174
602,7,127,2,93
603,3,62,3,97
604,6,37,7,186
605,1,19,1,2
606,7,41,4,123
607,2,33,3,106
608,2,33,3,106
609,11,36,6,161
610,3,5,5,151
611,1,19,1,2
612,7,134,4,133
613,3,94,2,38
614,1,34,1,22
615,5,32,7,191
616,1,1,1,3
617,1,1,1,3
618,3,11,1,1
619,5,14,7,172
620,7,41,4,123
621,6,15,7,174
622,11,61,6,160
623,15,135,12,232
624,8,136,10,213
625,7,137,4,147
626,3,138,2,85
627,3,109,2,58
628,3,48,2,59
629,7,122,4,124
630,10,139,3,111
631,11,140,6,162
632,15,111,12,234
633,8,136,10,213
634,3,11,1,1
635,3,11,1,1
636,7,60,4,133
637,3,11,1,1
638,3,11,1,1
639,3,11,1,1
640,3,11,1,1
641,3,11,1,1
642,3,11,1,1
643,3,11,1,1
644,3,11,1,1
645,3,11,1,1
646,7,78,4,121
647,3,11,1,1
648,3,11,1,1
649,3,11,1,1
650,3,11,1,1
651,3,11,1,1
652,3,11,1,1
653,3,11,1,1
654,3,11,1,1
655,3,11,1,1
656,3,11,1,1
657,3,11,1,1
658,3,11,1,1
659,3,11,1,1
660,3,11,1,1
661,3,11,1,1
662,3,71,2,73
663,7,66,4,143
664,3,11,1,1
665,3,11,1,1
666,3,11,1,1
667,7,137,4,147
668,14,141,4,135
669,3,68,5,157
670,3,11,1,1
671,3,11,1,1
672,3,11,1,1
673,3,91,1,8
674,3,11,1,1
675,3,11,1,1
676,3,142,2,54
677,3,11,1,1
678,4,6,13,240
679,3,11,1,1
680,3,62,3,97
681,15,135,12,232
682,3,11,1,1
683,3,11,1,1
684,3,62,3,97
685,9,28,11,221
686,3,11,1,1
687,15,135,12,232
688,3,4,2,41
689,3,11,1,1
690,3,143,2,39
691,3,48,2,59
692,3,3,8,193
693,8,144,10,211
694,2,99,10,208
695,11,140,6,162
696,3,11,1,1
697,3,11,1,1
698,3,145,2,56
699,3,3,8,193
700,9,45,11,223
701,3,11,1,1
702,3,145,2,56
703,3,49,2,37
704,3,57,2,51
705,3,50,2,34
706,3,50,2,34
707,3,50,2,34
708,3,3,8,193
709,3,50,2,34
710,11,146,6,163
711,3,95,2,75
712,3,11,1,1
713,10,115,3,109
714,3,104,1,10
715,3,3,8,193
716,3,147,1,28
717,3,3,8,193
718,3,50,2,34
719,3,49,2,32
720,11,148,6,168
721,3,83,2,50
722,3,138,2,85
723,3,143,2,39
724,3,143,2,39
725,3,62,3,97
726,3,50,2,34
727,3,11,1,1
728,3,49,2,37
729,10,125,9,202
730,3,72,1,7
731,3,4,2,41
732,3,50,2,34
733,7,66,4,143
734,3,107,2,36
735,3,107,2,36
736,3,57,2,51
737,9,149,11,227
738,3,40,2,54
739,10,115,3,109
740,3,107,2,36
741,3,62,3,97
742,5,100,3,110
743,9,150,11,226
744,3,82,2,62
745,3,107,2,36
746,10,30,9,200
747,3,73,2,43
748,3,105,2,42
749,3,76,3,113
750,3,62,3,97
751,10,30,9,200
752,3,49,2,37
753,11,151,6,169
754,3,143,2,39
755,3,23,2,35
756,3,105,2,42
757,8,144,10,211
758,3,62,3,97
759,3,3,8,194
760,3,49,2,37
761,3,3,8,194
762,9,152,11,230
763,3,153,3,115
764,2,2,3,94
765,3,3,8,193
766,3,73,2,71
767,3,3,8,193
768,3,8,2,68
769,3,154,2,64
770,3,62,3,97
771,3,94,2,38
772,10,30,9,200
773,3,73,2,71
774,3,3,8,193
775,3,94,2,38
776,10,30,9,200
777,3,73,2,71
778,3,73,2,71
779,10,30,9,200
780,3,105,2,42
781,3,11,1,1
782,3,57,2,51
783,3,138,2,85
784,3,11,1,1
785,1,29,1,12
786,1,1,1,3
787,3,82,2,62
788,3,128,2,55
789,3,89,2,33
790,3,11,1,1
791,3,11,1,1
792,2,2,3,94
793,6,155,11,224
794,3,11,1,1
795,5,16,7,184
796,3,104,1,10
797,10,51,3,108
798,3,90,1,5
799,3,11,1,1
800,3,62,3,97
801,3,89,2,33
802,2,2,3,94
803,3,21,1,11
804,7,47,3,110
805,3,43,1,9
806,9,121,2,87
807,3,94,2,38
808,11,156,6,166
809,6,155,11,224
810,3,3,8,193
811,3,62,3,97
812,11,156,6,166
813,11,146,6,163
814,10,30,9,200
815,7,78,4,121
816,3,50,2,34
817,2,99,10,208
818,9,45,11,223
819,3,91,1,8
820,3,82,2,62
821,10,30,9,200
822,11,157,6,165
823,3,21,1,11
824,3,21,8,196
825,3,158,2,70
826,3,72,1,7
827,3,55,1,15
828,9,152,11,222
829,3,107,8,194
830,3,158,2,70
831,3,85,2,48
832,3,128,2,61
833,3,89,2,33
834,6,131,7,170
835,3,11,1,1
836,7,78,4,121
837,3,49,2,32
838,3,107,2,36
839,9,150,11,226
840,3,8,2,68
841,9,45,11,228
842,3,11,1,1
843,9,159,11,225
844,3,62,3,97
845,9,152,11,222
846,8,144,10,211
847,1,29,1,12
848,3,160,2,79
849,3,4,2,41
850,2,2,3,94
851,3,161,2,92
852,3,46,2,57
853,3,116,2,44
854,3,8,2,68
855,3,8,2,68
856,9,162,11,219
857,3,116,2,44
858,3,57,2,51
859,3,23,2,35
860,3,3,8,193
861,2,24,3,102
862,3,3,8,193
863,3,62,3,97
864,3,163,3,117
865,3,103,2,34
866,3,11,1,1
867,3,43,1,9
868,3,49,2,32
869,3,11,1,1
870,3,48,2,59
871,12,52,5,153
872,3,11,1,1
873,3,107,2,36
874,3,87,2,49
875,3,62,3,97
876,3,89,2,33
877,3,11,1,1
878,3,49,2,37
879,3,49,2,32
880,3,87,2,49
881,3,43,1,9
882,8,164,10,210
883,14,165,4,148
884,11,146,6,164
885,3,11,1,1
886,3,23,2,35
887,3,3,8,193
888,3,87,2,49
889,3,107,2,36
890,3,166,1,14
891,3,107,2,36
892,3,94,2,38
893,9,45,11,228
894,3,109,2,58
895,3,49,2,32
896,3,62,3,97
897,3,128,2,61
898,3,103,2,39
899,2,24,3,102
900,3,49,2,32
901,3,73,2,43
902,3,89,2,33
903,3,11,1,1
904,10,115,3,109
905,11,36,6,161
906,2,2,3,95
907,9,150,11,226
908,3,49,2,37
909,3,83,2,71
910,3,107,2,36
911,1,39,1,13
912,2,2,3,94
913,2,24,3,102
914,3,128,2,61
915,3,11,1,1
916,2,24,3,102
917,2,10,3,116
918,3,103,2,34
919,7,78,4,121
920,3,11,1,1
921,3,73,2,43
922,3,49,2,32
923,3,23,2,35
924,3,50,2,34
925,15,111,12,233
926,3,11,1,1
927,3,11,1,1
928,3,22,2,40
929,3,158,2,70
930,3,11,1,1
931,9,152,11,222
932,3,94,2,38
933,3,23,2,35
934,3,167,2,88
935,3,49,2,32
936,9,152,10,215
937,3,89,2,33
938,3,116,2,44
939,9,28,11,221
940,3,23,2,35
941,3,11,1,1
942,3,62,3,97
943,3,167,2,88
944,7,168,4,149
945,3,62,3,97
946,3,91,1,8
947,9,152,11,230
948,15,135,12,232
949,3,42,2,60
950,1,1,1,3
951,2,2,3,95
952,3,167,2,88
953,8,164,10,210
954,3,11,1,1
955,8,164,10,210
956,3,83,2,50
957,2,2,3,95
958,3,89,2,33
959,3,23,2,35
960,3,76,3,113
961,3,91,1,8
962,3,158,2,70
963,15,135,12,235
964,3,11,1,1
965,3,143,2,39
966,9,169,11,222
967,3,91,1,8
968,8,164,10,210
969,3,89,2,33
970,3,49,2,32
971,3,82,2,62
972,1,19,1,2
973,5,132,3,110
974,1,170,2,47
975,3,62,3,97
976,9,150,11,226
977,3,49,2,32
978,3,171,1,20
979,2,172,3,119
980,3,11,1,1
981,11,146,6,164
982,3,82,2,62
983,12,52,5,159
984,3,143,2,39
985,3,98,2,53
986,9,173,11,231
987,2,2,3,94
988,3,4,2,41
989,3,68,5,157
990,3,174,2,42
991,3,62,3,97
992,3,89,2,33
993,7,47,4,139
994,1,19,1,2
995,3,105,2,42
996,3,46,2,57
997,3,91,1,8
998,3,116,2,44
999,13,80,5,156
1000,3,72,1,7
1001,3,104,1,10
1002,3,46,2,57
1003,3,175,2,48
1004,2,2,3,95
1005,3,176,2,86
1006,8,26,10,217
1007,3,87,2,49
1008,3,177,8,195
1009,3,71,2,55
1010,3,11,1,1
1011,3,105,2,42
1012,7,123,4,131
1013,3,62,3,97
1014,7,123,4,131
1015,7,60,4,133
1016,3,174,2,42
1017,1,1,1,3
1018,15,111,12,236
1019,9,150,11,226
1020,3,175,2,48
1021,10,115,3,109
1022,3,105,2,42
1023,3,72,1,7
1024,3,77,2,66
1025,3,105,2,42
1026,3,105,2,42
1027,3,89,2,53
1028,3,46,2,57
1029,11,157,6,165
1030,9,152,11,222
1031,8,164,10,210
1032,7,123,4,131
1033,3,12,3,98
1034,3,21,1,11
1035,3,49,2,37
1036,3,13,1,4
1037,3,174,2,42
1038,7,78,4,121
1039,1,170,2,47
1040,7,78,4,121
1041,3,4,2,41
1042,3,128,2,55
1043,3,11,1,1
1044,3,49,2,78
1045,11,61,6,160
1046,3,94,2,46
1047,3,49,2,32
1048,3,11,1,1
1049,3,72,1,7
1050,3,104,1,10
1051,3,87,2,49
1052,6,126,7,170
1053,10,30,9,200
1054,3,89,2,33
1055,3,105,2,42
1056,3,11,1,1
1057,10,125,9,204
1058,11,61,6,160
1059,3,87,1,10
1060,2,2,3,94
1061,3,49,2,32
1062,3,176,2,86
1063,12,52,5,153
1064,1,170,2,47
1065,3,49,2,32
1066,10,115,3,109
1067,3,116,2,44
1068,3,116,2,44
1069,9,159,11,225
1070,10,125,9,204
1071,3,95,2,75
1072,11,61,6,160
1073,11,61,6,160
1074,11,36,6,161
1075,2,2,3,95
1076,2,10,3,99
1077,3,89,2,33
1078,7,123,4,131
1079,3,62,3,97
1080,3,49,2,37
1081,3,116,2,44
1082,3,13,1,4
1083,2,2,3,94
1084,9,149,11,227
1085,3,74,5,152
1086,6,126,7,170
1087,3,105,2,42
1088,2,2,3,94
1089,3,109,2,32
1090,3,49,2,37
1091,11,146,6,163
1092,3,107,2,45
1093,3,178,2,65
1094,3,73,2,71
1095,3,4,2,41
1096,5,7,7,185
1097,11,61,6,160
1098,6,155,11,224
1099,3,62,3,97
1100,3,23,2,35
1101,9,45,11,228
1102,6,155,11,224
1103,3,179,2,69
1104,6,114,7,175
1105,7,54,4,124
1106,3,145,2,56
1107,3,116,2,44
1108,3,74,5,152
1109,3,40,2,54
1110,3,109,2,32
1111,1,1,1,3
1112,13,180,3,107
1113,3,178,2,65
1114,3,62,3,97
1115,3,17,1,6
1116,10,125,9,202
1117,3,8,2,68
1118,7,123,4,131
1119,3,145,2,56
1120,2,2,3,94
1121,3,13,1,4
1122,3,4,2,46
1123,3,50,2,34
1124,2,2,3,95
1125,10,30,9,203
1126,15,135,12,235
1127,11,61,6,160
1128,2,2,3,94
1129,2,2,3,94
1130,8,164,10,210
1131,3,11,1,1
1132,2,2,3,94
1133,3,72,1,7
1134,3,4,2,41
1135,3,62,3,97
1136,3,145,2,56
1137,3,72,1,7
1138,3,175,2,48
1139,3,46,2,57
1140,3,181,2,76
1141,1,170,2,47
1142,11,61,6,160
1143,3,50,2,34
1144,1,112,2,84
1145,3,62,3,97
1146,3,182,2,63
1147,3,128,2,61
1148,5,16,7,187
1149,3,49,2,32
1150,3,13,1,4
1151,3,107,2,45
1152,8,26,10,218
1153,3,12,3,98
1154,3,23,2,35
1155,3,107,2,36
1156,3,22,2,40
1157,3,49,2,36
1158,9,45,11,223
1159,7,78,3,97
1160,3,73,2,43
1161,12,52,5,153
1162,5,16,7,187
1163,11,148,6,168
1164,1,170,2,47
1165,3,87,1,10
1166,3,11,1,1
1167,11,36,6,161
1168,15,130,12,237
1169,3,143,2,39
1170,3,105,2,42
1171,1,1,1,3
1172,3,72,1,7
1173,3,72,1,7
1174,13,183,3,107
1175,3,105,2,42
1176,2,2,3,94
1177,1,170,2,47
1178,10,125,9,202
1179,3,23,2,35
1180,3,83,2,50
1181,3,72,1,7
1182,3,11,1,1
1183,3,23,2,35
1184,3,76,3,113
1185,3,5,5,151
1186,3,145,2,56
1187,3,143,2,39
1188,12,52,5,153
1189,3,145,2,56
1190,11,61,6,160
1191,3,23,2,35
1192,3,87,1,10
1193,3,11,1,1
1194,3,20,8,199
1195,2,2,3,94
1196,11,36,6,161
1197,3,4,2,46
1198,3,4,2,46
1199,3,44,2,74
1200,3,145,2,56
1201,3,87,2,49
1202,9,152,11,222
1203,3,11,1,1
1204,3,62,3,97
1205,7,60,4,133
1206,12,52,5,153
1207,3,87,1,10
1208,3,46,2,57
1209,3,48,2,59
1210,3,11,1,1
1211,10,30,9,200
1212,3,145,2,56
1213,7,41,4,129
1214,2,184,3,120
1215,14,141,4,135
1216,3,185,1,19
1217,3,95,2,75
1218,3,3,8,194
1219,3,40,2,54
1220,3,21,1,11
1221,3,17,1,6
1222,3,107,8,194
1223,2,2,3,94
1224,1,1,1,3
1225,11,61,6,160
1226,3,182,2,63
1227,3,4,2,46
1228,2,2,3,95
1229,3,11,1,1
1230,3,13,1,4
1231,3,94,2,38
1232,3,85,2,48
1233,3,49,2,32
1234,3,90,1,5
1235,3,98,2,53
1236,15,135,12,232
1237,7,123,4,131
1238,3,154,2,64
1239,11,156,6,166
1240,3,186,2,67
1241,12,52,5,153
1242,3,71,2,73
1243,3,107,2,52
1244,3,89,2,33
1245,3,94,2,38
1246,3,128,2,55
1247,1,19,1,2
1248,3,143,2,39
1249,3,128,2,61
1250,3,3,8,194
1251,3,143,10,216
1252,3,40,2,54
1253,3,43,1,9
1254,3,20,5,153
1255,3,154,2,64
1256,10,51,3,108
1257,3,154,2,64
1258,3,179,2,69
1259,3,4,2,41
1260,6,131,7,183
1261,7,65,4,127
1262,3,166,1,14
1263,5,187,7,188
1264,3,109,2,58
1265,3,90,1,5
1266,2,2,3,94
1267,10,125,9,204
1268,1,19,1,2
1269,3,179,2,69
1270,3,83,2,37
1271,3,143,2,39
1272,3,72,1,7
1273,1,88,1,16
1274,7,60,4,133
1275,3,21,1,11
1276,3,94,2,38
1277,13,63,5,154
1278,3,179,2,69
1279,2,79,3,101
1280,10,139,3,111
1281,3,20,1,14
1282,3,21,1,11
1283,3,90,1,5
1284,3,3,8,193
1285,3,11,1,1
1286,3,89,2,33
1287,3,71,2,73
1288,3,49,2,32
1289,10,115,3,109
1290,3,44,2,74
1291,3,62,3,97
1292,3,107,8,194
1293,11,61,6,160
1294,3,98,2,53
1295,3,62,3,97
1296,2,10,3,99
1297,3,185,1,19
1298,3,22,2,40
1299,3,62,3,97
1300,3,98,2,54
1301,3,107,1,14
1302,7,137,4,147
1303,3,50,2,34
1304,11,156,6,166
1305,10,30,9,203
1306,3,71,2,73
1307,3,109,2,32
1308,1,170,2,47
1309,3,49,2,32
1310,13,80,5,156
1311,11,61,6,167
1312,3,178,2,65
1313,3,89,2,33
1314,7,123,4,131
1315,3,177,8,195
1316,11,61,6,160
1317,3,145,2,56
1318,9,169,11,229
1319,3,44,2,74
1320,7,78,4,121
1321,11,61,6,160
1322,1,19,1,2
1323,3,90,1,5
1324,3,43,1,9
1325,3,22,2,40
1326,3,107,1,14
1327,7,65,4,127
1328,3,178,2,65
1329,3,107,2,52
1330,3,74,2,46
1331,3,23,2,35
1332,9,169,11,229
1333,9,45,11,220
1334,3,104,1,10
1335,3,154,2,64
1336,3,21,1,11
1337,3,4,2,46
1338,3,182,2,63
1339,8,106,10,212
1340,3,109,2,33
1341,2,2,3,94
1342,3,4,2,46
1343,3,179,2,69
1344,3,17,1,6
1345,11,140,6,162
1346,3,89,2,33
1347,8,144,10,211
1348,7,65,4,127
1349,3,109,2,58
1350,3,40,2,55
1351,3,89,2,33
1352,7,122,4,124
1353,9,159,11,225
1354,3,4,2,41
1355,1,170,2,47
1356,3,71,2,55
1357,2,79,3,101
1358,3,178,2,65
