"node_id","top_modificado","final_modificado","top_oficial","final_oficial"
208,3,3,1,9
209,3,12,1,28
210,11,59,5,163
211,3,8,1,36
212,7,17,4,118
213,3,5,1,1
214,2,2,3,90
215,14,62,4,137
216,2,2,3,90
217,1,1,3,89
218,10,28,6,174
219,7,63,4,127
220,1,1,3,89
221,7,64,4,152
222,2,2,3,91
223,1,18,3,88
224,3,20,1,13
225,7,17,4,118
226,2,65,3,102
227,2,22,3,100
228,13,61,5,165
229,2,2,3,91
230,3,11,2,72
231,14,62,4,139
232,7,63,4,127
233,3,21,1,8
234,3,66,1,58
235,3,5,1,2
236,3,12,1,28
237,3,13,1,5
238,11,59,5,163
239,2,22,3,99
240,2,22,3,98
241,1,1,3,89
242,7,17,4,118
243,1,1,3,89
244,3,5,1,1
245,13,61,5,165
246,3,67,1,68
247,3,5,1,2
248,7,63,4,127
249,1,18,3,88
250,3,12,1,28
251,3,5,1,2
252,3,20,1,13
253,1,1,3,89
254,11,59,5,163
255,12,68,6,179
256,12,50,6,175
257,1,1,3,89
258,3,13,1,5
259,3,69,1,27
260,1,27,3,101
261,13,61,5,165
262,10,28,6,174
263,3,70,1,10
264,3,71,1,22
265,1,18,3,88
266,3,5,1,2
267,3,41,2,76
268,3,72,1,21
269,3,73,1,19
270,12,50,6,175
271,3,11,2,75
272,8,74,8,207
273,3,72,1,21
274,2,23,3,95
275,3,11,2,72
276,3,48,1,6
277,1,1,3,89
278,3,21,1,8
279,3,75,2,85
280,3,76,1,46
281,3,11,2,73
282,7,77,4,119
283,3,5,1,2
284,7,64,4,152
285,3,11,2,72
286,2,78,3,96
287,13,79,5,166
288,3,72,1,21
289,7,17,4,118
290,7,39,4,121
291,3,80,1,3
292,11,34,5,164
293,3,11,2,72
294,8,81,8,206
295,11,59,5,163
296,7,25,4,141
297,1,1,3,89
298,5,36,4,129
299,1,18,3,88
300,3,72,1,21
301,3,82,1,39
302,3,5,1,2
303,3,11,2,75
304,13,61,5,165
305,3,73,1,19
306,2,78,3,96
307,2,2,3,90
308,7,25,4,141
309,3,83,1,30
310,3,20,1,13
311,3,80,1,3
312,7,84,4,126
313,3,85,1,48
314,3,13,1,5
315,1,1,3,89
316,5,30,4,132
317,6,86,7,202
318,3,47,1,25
319,3,11,2,75
320,1,87,3,104
321,3,11,2,72
322,1,37,3,97
323,11,59,5,163
324,2,2,3,90
325,7,39,4,121
326,3,44,1,33
327,1,1,3,89
328,3,88,1,4
329,3,83,1,30
330,3,66,1,58
331,3,80,1,3
332,3,5,1,2
333,1,1,3,89
334,2,2,3,90
335,11,59,5,163
336,8,24,8,203
337,3,89,2,73
338,3,71,2,75
339,3,46,1,35
340,3,29,1,62
341,11,59,5,163
342,3,11,2,72
343,1,37,3,97
344,2,78,3,96
345,3,11,2,79
346,3,90,1,37
347,1,37,3,97
348,1,18,3,88
349,1,91,3,108
350,3,44,1,33
351,3,89,2,73
352,4,92,10,231
353,5,30,4,132
354,3,93,1,15
355,3,5,1,2
356,3,94,1,54
357,3,95,1,59
358,1,18,3,88
359,1,18,3,88
360,1,87,3,104
361,3,73,1,19
362,1,18,3,88
363,2,2,3,90
364,13,79,5,166
365,5,96,7,192
366,7,58,4,151
367,1,37,3,97
368,3,11,2,72
369,6,86,7,202
370,4,92,10,228
371,3,82,1,39
372,5,14,4,132
373,3,72,1,21
374,3,97,1,16
375,3,5,1,1
376,1,18,3,88
377,3,20,1,13
378,2,98,8,208
379,10,28,6,174
380,5,36,4,129
381,3,5,1,1
382,5,99,7,195
383,3,100,2,83
384,4,92,10,228
385,3,100,2,83
386,2,101,3,105
387,3,41,2,76
388,1,87,3,104
389,3,4,1,11
390,3,80,1,3
391,3,48,1,6
392,3,102,2,77
393,3,53,1,32
394,1,18,3,88
395,1,18,3,88
396,3,20,1,13
397,5,96,7,192
398,3,103,1,18
399,2,23,3,95
400,3,5,1,1
401,3,5,1,2
402,3,20,1,13
403,1,51,3,109
404,2,101,3,105
405,3,73,1,19
406,12,68,6,180
407,10,28,6,174
408,8,104,8,212
409,7,58,4,151
410,3,75,2,83
411,3,83,1,30
412,3,73,1,19
413,3,11,2,81
414,6,105,7,191
415,1,1,3,89
416,2,78,3,96
417,3,97,1,16
418,2,2,3,91
419,3,80,1,3
420,3,20,1,13
421,2,23,3,95
422,3,89,2,73
423,3,100,2,83
424,7,45,4,125
425,3,20,1,13
426,1,18,3,88
427,1,1,3,89
428,3,11,2,75
429,3,73,1,19
430,1,1,3,89
431,3,102,2,77
432,3,40,1,38
433,10,28,6,174
434,3,20,1,13
435,6,15,7,187
436,7,63,4,127
437,12,68,6,179
438,14,62,4,140
439,3,13,1,5
440,7,58,4,151
441,2,101,3,105
442,3,106,1,34
443,7,107,4,124
444,2,22,3,99
445,3,11,2,80
446,15,108,9,222
447,3,13,1,5
448,1,109,3,106
449,6,105,7,191
450,3,69,1,26
451,7,58,4,148
452,3,110,2,87
453,1,1,3,89
454,5,14,4,130
455,2,101,3,105
456,11,34,5,164
457,1,18,3,88
458,11,34,5,164
459,1,91,3,108
460,7,63,4,127
461,3,13,1,5
462,1,18,3,88
463,1,1,3,89
464,3,47,1,13
465,2,23,3,95
466,1,18,3,88
467,5,14,4,130
468,7,58,4,148
469,2,2,3,90
470,2,78,3,96
471,6,111,7,190
472,3,19,1,41
473,1,18,3,88
474,7,25,2,80
475,3,54,2,80
476,3,20,1,20
477,10,112,1,45
478,3,73,1,19
479,3,113,1,17
480,13,61,5,165
481,11,59,5,163
482,2,114,3,114
483,3,115,1,67
484,3,46,1,35
485,3,54,2,80
486,7,107,4,124
487,3,5,1,1
488,1,1,3,89
489,3,54,2,80
490,3,110,2,87
491,10,49,1,56
492,3,11,2,75
493,6,111,7,190
494,3,8,1,36
495,5,36,4,129
496,3,102,2,77
497,2,31,3,103
498,2,2,3,90
499,2,65,3,102
500,7,116,4,133
501,10,28,6,174
502,3,11,2,72
503,1,1,3,89
504,3,115,1,67
505,5,99,7,189
506,3,72,1,21
507,7,116,4,133
508,3,73,1,19
509,3,89,2,73
510,3,69,1,26
511,1,1,3,89
512,2,10,3,94
513,6,15,7,194
514,3,21,1,8
515,9,117,8,215
516,7,63,4,127
517,7,39,4,121
518,3,89,2,73
519,1,1,3,89
520,3,29,1,62
521,3,5,1,1
522,3,118,1,26
523,3,83,1,30
524,3,94,1,54
525,7,52,4,128
526,7,119,4,134
527,1,120,3,112
528,6,105,7,191
529,3,72,1,21
530,10,121,6,181
531,5,14,4,130
532,5,16,4,145
533,3,95,1,59
534,1,1,3,89
535,7,107,4,124
536,3,73,1,19
537,1,1,3,89
538,1,1,3,89
539,6,122,7,185
540,2,23,3,95
541,7,123,4,126
542,3,89,2,73
543,9,117,8,215
544,1,18,3,88
545,3,124,1,27
546,2,2,3,91
547,7,39,4,121
548,3,76,1,46
549,3,66,1,58
550,1,1,3,89
551,2,65,3,102
552,8,104,8,212
553,1,125,3,115
554,1,18,3,88
555,3,71,1,22
556,15,126,9,226
557,1,55,3,111
558,2,22,3,98
559,1,1,3,89
560,6,105,7,201
561,2,98,8,208
562,13,61,5,165
563,5,127,1,45
564,7,52,4,128
565,7,116,4,133
566,2,65,3,102
567,10,28,6,174
568,3,60,1,14
569,12,128,6,178
570,3,60,1,14
571,3,57,1,22
572,1,1,3,89
573,1,32,3,107
574,1,87,3,104
575,8,24,8,203
576,6,105,7,191
577,12,50,6,175
578,3,102,2,77
579,2,23,3,95
580,7,84,4,131
581,1,18,3,88
582,2,10,3,94
583,3,38,1,20
584,6,105,7,201
585,3,72,1,21
586,11,59,5,163
587,7,77,4,119
588,5,14,4,130
589,7,39,4,122
590,10,33,6,177
591,10,28,6,174
592,7,39,4,120
593,1,1,3,89
594,5,14,4,130
595,6,105,7,191
596,3,89,2,73
597,7,45,4,125
598,3,88,1,4
599,1,1,3,89
600,6,122,7,185
601,6,15,7,187
602,7,123,4,126
603,3,60,1,14
604,6,35,7,200
605,1,18,3,88
606,7,39,4,120
607,2,31,3,103
608,2,31,3,103
609,11,34,5,164
610,3,5,1,2
611,1,18,3,88
612,7,129,4,136
613,3,93,1,15
614,1,32,3,107
615,5,30,4,132
616,1,1,3,89
617,1,1,3,89
618,3,11,2,72
619,5,14,4,130
620,7,39,4,120
621,6,15,7,187
622,11,59,5,163
623,15,130,9,221
624,8,131,8,216
625,7,132,4,142
626,3,133,1,64
627,3,106,1,34
628,3,46,1,35
629,6,122,4,128
630,10,134,1,53
631,11,135,5,167
632,15,108,9,223
633,8,131,8,216
634,3,11,2,72
635,3,11,2,72
636,7,58,4,136
637,3,11,2,72
638,3,11,2,72
639,3,11,2,72
640,3,11,2,72
641,3,11,2,72
642,3,11,2,72
643,3,11,2,72
644,3,11,2,72
645,3,11,2,72
646,7,77,4,123
647,3,11,2,72
648,3,11,2,72
649,3,11,2,72
650,3,11,2,72
651,3,11,2,72
652,3,11,2,72
653,3,11,2,72
654,3,11,2,72
655,3,11,2,72
656,3,11,2,72
657,3,11,2,72
658,3,11,2,72
659,3,11,2,72
660,3,11,2,72
661,3,11,2,72
662,3,69,1,51
663,7,64,4,152
664,3,11,2,72
665,3,11,2,72
666,3,11,2,72
667,7,132,4,142
668,14,136,4,138
669,3,66,1,58
670,3,11,2,72
671,3,11,2,72
672,3,11,2,72
673,3,90,1,37
674,3,11,2,72
675,3,11,2,72
676,3,137,1,20
677,3,11,2,72
678,4,6,10,229
679,3,11,2,72
680,3,60,1,14
681,15,130,9,221
682,3,11,2,72
683,3,11,2,72
684,3,60,1,17
685,9,26,7,188
686,3,11,2,72
687,15,130,9,221
688,3,4,1,11
689,3,11,2,72
690,3,70,1,10
691,3,46,1,35
692,3,3,1,9
693,8,138,8,210
694,2,98,8,208
695,11,135,5,167
696,3,11,2,72
697,3,11,2,72
698,3,139,1,31
699,3,3,1,9
700,9,43,8,204
701,3,11,2,72
702,3,139,1,31
703,3,47,1,7
704,3,56,1,29
705,3,48,1,6
706,3,48,1,6
707,3,48,1,6
708,3,3,1,9
709,3,48,1,6
710,11,140,5,168
711,3,94,1,54
712,3,11,2,72
713,10,112,1,45
714,3,102,2,77
715,3,3,1,9
716,3,141,1,22
717,3,3,1,9
718,3,48,1,6
719,3,80,1,3
720,11,142,5,172
721,3,83,1,30
722,3,133,1,64
723,3,70,1,10
724,3,70,1,10
725,3,60,1,14
726,3,48,1,6
727,3,11,2,82
728,3,47,1,7
729,10,121,1,45
730,3,71,1,22
731,3,4,1,11
732,3,48,1,6
733,7,64,4,152
734,3,53,1,12
735,3,53,1,12
736,3,56,1,29
737,9,143,8,217
738,3,38,1,20
739,10,112,1,45
740,3,53,1,12
741,3,60,1,14
742,5,99,1,45
743,9,144,8,214
744,3,82,1,39
745,3,53,1,12
746,10,28,6,174
747,3,72,1,21
748,3,103,1,18
749,3,75,2,85
750,3,60,1,53
751,10,28,6,174
752,3,47,1,7
753,11,145,5,173
754,3,70,1,10
755,3,21,1,8
756,3,103,1,18
757,8,138,8,210
758,3,60,1,14
759,3,3,1,23
760,3,47,1,7
761,3,3,1,23
762,9,146,8,204
763,3,147,1,69
764,2,2,3,90
765,3,3,1,9
766,3,148,1,44
767,3,3,1,9
768,3,8,1,36
769,3,149,1,42
770,3,60,1,14
771,3,93,1,15
772,10,28,6,174
773,3,148,1,44
774,3,3,1,9
775,3,93,1,15
776,10,28,6,174
777,3,148,1,44
778,3,148,1,44
779,10,28,6,174
780,3,103,1,18
781,3,11,2,72
782,3,56,1,29
783,3,133,1,64
784,3,11,2,72
785,1,27,3,101
786,1,1,3,89
787,3,82,1,39
788,3,124,1,27
789,3,88,1,4
790,3,11,2,72
791,3,11,2,74
792,2,2,3,90
793,6,150,7,198
794,3,11,2,72
795,5,16,4,146
796,3,102,2,77
797,10,49,1,56
798,3,89,2,73
799,3,11,2,74
800,3,60,1,44
801,3,88,1,4
802,2,2,3,90
803,3,151,1,24
804,7,45,4,125
805,3,41,2,76
806,9,117,8,215
807,3,93,1,15
808,11,152,5,171
809,6,150,7,198
810,3,3,1,9
811,3,60,1,14
812,11,152,5,171
813,11,140,5,168
814,10,28,6,174
815,7,77,4,119
816,3,48,1,6
817,2,98,8,208
818,9,43,8,204
819,3,90,1,37
820,3,82,1,39
821,10,28,6,174
822,11,153,5,170
823,3,151,1,24
824,3,3,1,24
825,3,154,1,49
826,3,71,1,22
827,3,54,2,80
828,9,146,8,204
829,3,118,1,23
830,3,154,1,49
831,3,85,1,48
832,3,124,1,27
833,3,88,1,4
834,6,122,7,201
835,3,11,2,72
836,7,77,4,119
837,3,80,1,3
838,3,53,1,10
839,9,144,8,214
840,3,8,1,36
841,9,43,8,218
842,3,11,2,82
843,9,155,7,197
844,3,60,1,14
845,9,146,8,204
846,8,138,8,210
847,1,27,3,101
848,3,156,1,61
849,3,4,1,11
850,2,2,3,90
851,3,157,1,12
852,3,44,1,33
853,3,113,1,17
854,3,8,1,36
855,3,8,1,36
856,9,158,7,186
857,3,113,1,17
858,3,56,1,29
859,3,21,1,8
860,3,3,1,9
861,2,22,3,98
862,3,3,1,9
863,3,60,1,14
864,3,159,1,71
865,3,48,1,10
866,3,11,2,72
867,3,41,2,76
868,3,80,1,3
869,3,11,2,72
870,3,46,1,35
871,12,50,6,175
872,3,11,2,74
873,3,53,2,74
874,3,47,1,25
875,3,60,1,14
876,3,88,1,4
877,3,11,2,72
878,3,47,1,7
879,3,80,1,3
880,3,47,1,25
881,3,41,2,76
882,8,160,8,209
883,14,161,4,157
884,11,140,5,169
885,3,11,2,72
886,3,21,1,8
887,3,3,1,9
888,3,47,1,25
889,3,53,2,74
890,3,11,2,81
891,3,53,1,12
892,3,93,1,15
893,9,43,8,218
894,3,106,1,34
895,3,80,1,3
896,3,60,1,14
897,3,124,1,27
898,3,70,1,10
899,2,22,3,98
900,3,80,1,3
901,3,72,1,21
902,3,88,1,4
903,3,11,2,72
904,10,112,1,45
905,11,34,5,164
906,2,2,3,91
907,9,144,8,214
908,3,47,1,7
909,3,148,1,44
910,3,53,1,12
911,1,37,3,97
912,2,2,3,90
913,2,22,3,98
914,3,124,1,27
915,3,11,2,72
916,2,22,3,98
917,2,10,3,94
918,3,48,1,10
919,7,77,4,119
920,3,11,2,72
921,3,72,1,21
922,3,80,1,3
923,3,21,1,8
924,3,48,1,6
925,15,108,9,222
926,3,11,2,72
927,3,11,2,72
928,3,20,1,13
929,3,154,1,49
930,3,11,2,72
931,9,146,8,213
932,3,93,1,15
933,3,21,1,8
934,3,162,1,66
935,3,80,1,3
936,9,146,8,213
937,3,88,1,4
938,3,113,1,17
939,9,26,7,188
940,3,21,1,8
941,3,11,2,72
942,3,60,1,14
943,3,162,1,66
944,7,163,4,162
945,3,60,1,53
946,3,90,1,37
947,9,146,8,204
948,15,130,9,221
949,3,40,1,38
950,1,1,3,89
951,2,2,3,91
952,3,162,1,66
953,8,160,8,209
954,3,11,2,72
955,8,160,8,209
956,3,83,1,30
957,2,2,3,91
958,3,88,1,4
959,3,21,1,8
960,3,75,2,85
961,3,90,1,37
962,3,154,1,49
963,15,130,9,224
964,3,11,2,72
965,3,70,1,10
966,9,164,8,211
967,3,90,1,37
968,8,160,8,209
969,3,88,1,4
970,3,80,1,3
971,3,82,1,39
972,1,18,3,88
973,5,127,1,45
974,1,165,3,93
975,3,60,1,14
976,9,144,8,214
977,3,80,1,3
978,3,166,2,86
979,2,167,3,116
980,3,11,2,72
981,11,140,5,169
982,3,82,1,39
983,12,50,6,183
984,3,70,1,10
985,3,97,1,16
986,9,168,8,219
987,2,2,3,90
988,3,4,1,11
989,3,66,1,58
990,3,169,1,7
991,3,60,1,14
992,3,38,1,4
993,7,45,4,125
994,1,18,3,88
995,3,103,1,18
996,3,44,1,33
997,3,90,1,37
998,3,113,1,17
999,13,79,5,166
1000,3,71,1,22
1001,3,102,2,77
1002,3,44,1,33
1003,3,170,1,57
1004,2,2,3,91
1005,3,171,1,65
1006,8,24,8,203
1007,3,47,1,25
1008,3,172,1,55
1009,3,69,1,26
1010,3,11,2,72
1011,3,103,1,18
1012,7,119,4,134
1013,3,60,1,14
1014,7,119,4,134
1015,7,58,4,136
1016,3,169,1,7
1017,1,1,3,89
1018,15,108,9,225
1019,9,144,8,214
1020,3,170,1,57
1021,13,173,4,158
1022,3,103,1,18
1023,3,71,1,22
1024,3,76,1,46
1025,3,103,1,18
1026,3,103,1,18
1027,3,88,1,4
1028,3,44,1,33
1029,11,153,5,170
1030,9,146,8,213
1031,8,160,8,209
1032,7,119,4,134
1033,3,12,1,28
1034,3,151,1,24
1035,3,47,1,7
1036,3,13,1,5
1037,3,169,1,7
1038,7,77,4,119
1039,1,165,3,93
1040,7,77,4,119
1041,3,4,1,11
1042,3,124,1,27
1043,3,11,2,72
1044,3,47,1,13
1045,11,59,5,163
1046,3,93,2,74
1047,3,80,1,3
1048,3,11,2,74
1049,3,71,1,22
1050,3,102,2,77
1051,3,56,1,25
1052,6,122,7,185
1053,10,28,6,174
1054,3,88,1,4
1055,3,103,1,18
1056,3,11,2,72
1057,10,121,6,181
1058,11,59,5,163
1059,3,102,2,77
1060,2,2,3,90
1061,3,80,1,3
1062,3,171,1,65
1063,12,50,6,175
1064,1,165,3,93
1065,3,80,1,3
1066,13,173,4,158
1067,3,113,1,17
1068,3,113,1,17
1069,9,155,7,197
1070,10,121,6,181
1071,3,94,1,54
1072,11,59,5,163
1073,11,59,5,163
1074,11,34,5,164
1075,2,2,3,91
1076,2,10,3,94
1077,3,38,1,4
1078,7,119,4,134
1079,3,60,1,53
1080,3,47,1,7
1081,3,113,1,17
1082,3,13,1,5
1083,2,2,3,90
1084,9,143,8,217
1085,3,73,1,19
1086,6,122,7,185
1087,3,103,1,18
1088,2,2,3,90
1089,3,80,1,3
1090,3,47,1,7
1091,11,140,5,168
1092,3,118,1,12
1093,3,174,1,43
1094,3,148,1,44
1095,3,4,1,11
1096,5,96,7,199
1097,11,59,5,163
1098,6,150,7,198
1099,3,60,1,14
1100,3,21,1,8
1101,9,43,8,218
1102,6,150,7,198
1103,3,175,1,36
1104,6,111,7,190
1105,7,52,4,135
1106,3,139,1,31
1107,3,113,1,17
1108,3,73,1,19
1109,3,38,1,20
1110,3,80,1,3
1111,1,1,3,89
1112,13,176,4,160
1113,3,174,1,43
1114,3,60,1,14
1115,3,11,2,75
1116,10,121,1,45
1117,3,8,1,36
1118,7,119,4,134
1119,3,139,1,31
1120,2,2,3,90
1121,3,13,1,5
1122,3,4,1,11
1123,3,48,1,6
1124,2,2,3,91
1125,10,28,6,174
1126,15,130,9,224
1127,11,59,5,163
1128,2,2,3,90
1129,2,2,3,90
1130,8,160,8,209
1131,3,11,2,72
1132,2,2,3,90
1133,3,71,1,22
1134,3,4,1,11
1135,3,60,1,14
1136,3,139,1,31
1137,3,71,1,22
1138,3,170,1,57
1139,3,44,1,33
1140,3,177,1,63
1141,1,165,3,93
1142,11,59,5,163
1143,3,48,1,6
1144,1,109,3,106
1145,3,60,1,14
1146,3,178,1,40
1147,3,124,1,27
1148,5,16,4,146
1149,3,80,1,3
1150,3,13,1,5
1151,3,118,1,12
1152,8,24,8,203
1153,3,12,1,28
1154,3,21,1,8
1155,3,53,1,12
1156,3,20,1,13
1157,3,53,1,32
1158,9,43,8,204
1159,7,77,1,14
1160,3,72,1,21
1161,12,50,6,175
1162,5,16,4,146
1163,11,142,5,172
1164,1,165,3,93
1165,3,102,2,77
1166,3,11,2,74
1167,11,34,5,164
1168,15,126,9,226
1169,3,70,1,10
1170,3,103,1,18
1171,1,1,3,89
1172,3,71,1,22
1173,3,71,1,22
1174,13,173,4,131
1175,3,103,1,18
1176,2,2,3,90
1177,1,165,3,93
1178,10,121,1,45
1179,3,21,1,8
1180,3,83,1,44
1181,3,71,1,22
1182,3,11,2,72
1183,3,21,1,8
1184,3,75,2,85
1185,3,5,1,2
1186,3,139,1,31
1187,3,70,1,10
1188,12,50,6,175
1189,3,139,1,31
1190,11,59,5,163
1191,3,21,1,8
1192,3,102,2,77
1193,3,11,2,72
1194,3,179,6,176
1195,2,2,3,90
1196,11,34,5,164
1197,3,4,1,11
1198,3,53,1,12
1199,3,42,1,52
1200,3,139,1,31
1201,3,47,1,25
1202,9,146,8,204
1203,3,11,2,72
1204,3,60,1,14
1205,7,58,4,136
1206,12,50,6,175
1207,3,102,2,77
1208,3,44,1,33
1209,3,46,1,35
1210,3,11,2,72
1211,10,28,6,174
1212,3,139,1,31
1213,7,39,4,118
1214,2,180,3,117
1215,14,136,4,138
1216,3,181,2,84
1217,3,94,1,54
1218,3,3,1,23
1219,3,38,1,24
1220,3,151,1,24
1221,3,11,2,79
1222,3,118,1,23
1223,2,2,3,90
1224,1,1,3,89
1225,11,59,5,163
1226,3,178,1,40
1227,3,4,1,11
1228,2,2,3,91
1229,3,11,2,72
1230,3,13,1,5
1231,3,93,1,15
1232,3,85,1,48
1233,3,80,1,3
1234,3,89,2,73
1235,3,97,1,16
1236,15,130,9,221
1237,7,119,4,134
1238,3,149,1,42
1239,11,152,5,171
1240,3,182,1,47
1241,12,50,6,184
1242,3,69,1,51
1243,3,118,1,12
1244,3,88,1,17
1245,3,93,1,15
1246,3,124,1,27
1247,1,18,3,88
1248,3,70,1,10
1249,3,124,1,27
1250,3,3,1,23
1251,8,24,8,220
1252,3,38,1,20
1253,3,41,2,76
1254,3,179,6,176
1255,3,149,1,42
1256,10,49,1,56
1257,3,149,1,42
1258,3,175,1,36
1259,3,4,1,11
1260,6,105,7,201
1261,7,63,4,127
1262,3,11,2,81
1263,5,183,4,154
1264,3,106,1,34
1265,3,89,2,73
1266,2,2,3,90
1267,10,121,6,181
1268,1,18,3,88
1269,3,175,1,36
1270,3,47,1,7
1271,3,70,1,10
1272,3,71,2,79
1273,1,87,3,104
1274,7,58,4,136
1275,3,151,1,24
1276,3,93,1,15
1277,13,61,5,165
1278,3,175,1,36
1279,2,78,3,96
1280,10,134,1,53
1281,3,179,6,176
1282,3,151,1,24
1283,3,89,2,73
1284,3,3,1,9
1285,3,11,2,74
1286,3,88,1,4
1287,3,69,1,51
1288,3,80,1,3
1289,13,173,4,158
1290,3,42,1,52
1291,3,60,1,14
1292,3,118,1,23
1293,11,59,5,163
1294,3,97,1,20
1295,3,60,1,14
1296,2,10,3,94
1297,3,181,2,84
1298,3,20,1,13
1299,3,60,1,14
1300,3,97,1,20
1301,3,11,2,81
1302,7,132,4,142
1303,3,48,1,6
1304,11,152,5,171
1305,10,28,6,174
1306,3,69,1,51
1307,3,80,1,3
1308,1,165,3,93
1309,3,80,1,3
1310,13,79,5,166
1311,11,59,5,164
1312,3,174,1,43
1313,3,88,1,4
1314,7,119,4,134
1315,3,172,1,55
1316,11,59,5,163
1317,3,139,1,31
1318,9,164,8,211
1319,3,42,1,52
1320,7,77,4,128
1321,11,59,5,163
1322,1,18,3,88
1323,3,89,2,73
1324,3,41,2,76
1325,3,20,1,13
1326,3,11,2,81
1327,7,63,4,127
1328,3,174,1,43
1329,3,118,1,12
1330,3,73,1,19
1331,3,21,1,12
1332,9,164,8,211
1333,9,43,8,205
1334,3,102,2,77
1335,3,149,1,42
1336,3,151,1,24
1337,3,4,1,11
1338,3,178,1,40
1339,8,104,8,212
1340,3,80,1,4
1341,2,2,3,90
1342,3,4,1,11
1343,3,175,1,36
1344,3,11,2,79
1345,11,135,5,167
1346,3,88,1,17
1347,8,138,8,210
1348,7,63,4,127
1349,3,106,1,34
1350,3,38,1,24
1351,3,88,1,4
1352,7,52,4,128
1353,9,155,7,197
1354,3,4,1,11
1355,1,165,3,93
1356,3,69,1,26
1357,2,78,3,96
1358,3,174,1,43
